Run on (160 X 4023 MHz CPU s)
2018-07-03 10:50:24
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"advised_convolution_algorithm","advised_determinism","advised_memory","advised_time","convolution_algorithm","filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","math_type","output_batch_size","output_channels","output_height","output_width","pad_height","pad_width","predicted_advised_flops","predicted_advised_flops_count","predicted_flops","predicted_flops_count","stride_height","stride_width","workspace_bytes","workspace_megabytes"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:175/H:40/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",672,1.03236e+06,1.03888e+06,ns,,2.22186e+11,,,,1,1,1.30941e+08,1.03709,7,3,3,2,128,40,1.792e+06,175,0,2,128,40,175,1,1,3.99935e+12,4.12877e+09,-968.656,-1,1,1,1.30941e+08,124.875
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",847,826997,833511,ns,,2.66266e+11,,,,0,1,6.66501e+07,0.832416,7,3,3,2,256,20,860160,84,0,2,256,20,84,1,1,4.79279e+12,3.96362e+09,-1209.19,-1,1,1,6.66501e+07,63.5625
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",733,952234,958772,ns,,2.31247e+11,,,,0,1,5.78028e+07,0.962528,7,3,3,2,512,10,430080,42,0,2,512,10,42,1,1,4.16244e+12,3.96362e+09,-1050.16,-1,1,1,5.78028e+07,55.125
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:28/H:28/C:512/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:14/H:14/C:1024/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:14/H:14/C:1024/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2222,315492,321963,ns,,4.07144e+10,,,,0,1,2.3593e+07,0.319552,7,3,3,1,512,7,25088,7,0,1,512,7,7,1,1,7.32859e+11,2.31211e+08,-3169.65,-1,1,1,2.3593e+07,22.5
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:7/H:7/C:512/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:14/H:14/C:1024/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:112/H:112/C:64/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:56/H:56/C:256/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:56/H:56/C:256/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:28/H:28/C:512/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:28/H:28/C:512/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:28/H:28/C:512/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:14/H:14/C:1024/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:14/H:14/C:1024/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2216,315198,321649,ns,,8.15048e+10,,,,0,1,2.3593e+07,0.317984,7,3,3,2,512,7,50176,7,0,2,512,7,7,1,1,1.46709e+12,4.62422e+08,-3172.61,-1,1,1,2.3593e+07,22.5
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:7/H:7/C:512/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:14/H:14/C:1024/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD_NONFUSED>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:700/H:161/C:1/N:1/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",9285,75247.2,81751.4,ns,,4.79274e+10,,,,1,1,0,0.08512,0,5,20,1,1,161,112700,700,0,1,32,79,341,0,0,2.29124e+12,1.7241e+08,2.29124e+12,1.7241e+08,2,2,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:700/H:161/C:1/N:2/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",5401,129526,136016,ns,,5.56859e+10,,,,1,1,0,0.137056,0,5,20,2,1,161,225400,700,0,2,32,79,341,0,0,2.66215e+12,3.44819e+08,2.66215e+12,3.44819e+08,2,2,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:700/H:161/C:1/N:4/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",3078,227394,233896,ns,,6.34389e+10,,,,1,1,0,0.236352,0,5,20,4,1,161,450800,700,0,4,32,79,341,0,0,3.0328e+12,6.89638e+08,3.0328e+12,6.89638e+08,2,2,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:341/H:79/C:32/N:1/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2740,255531,262020,ns,,1.07954e+11,,,,1,1,0,0.271648,0,5,10,1,32,79,862048,341,0,1,32,38,166,0,0,2.52783e+12,6.45939e+08,2.52783e+12,6.45939e+08,2,2,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:341/H:79/C:32/N:2/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",1794,390051,396555,ns,,1.41446e+11,,,,1,1,0,0.397664,0,5,10,2,32,79,1.7241e+06,341,0,2,32,38,166,0,0,3.31208e+12,1.29188e+09,3.31208e+12,1.29188e+09,2,2,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:341/H:79/C:32/N:4/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",982,712431,718958,ns,,1.54881e+11,,,,1,1,0,0.720896,0,5,10,4,32,79,3.44819e+06,341,0,4,32,38,166,0,0,3.62667e+12,2.58376e+09,3.62667e+12,2.58376e+09,2,2,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:480/H:48/C:1/N:1/K:16/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",15175,46147.4,52658.7,ns,,7.98831e+09,,,,1,1,0,0.054848,0,3,3,1,1,48,23040,480,0,1,16,48,480,1,1,1.4379e+11,6.63552e+06,1.4379e+11,6.63552e+06,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:240/H:24/C:16/N:1/K:32/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",15717,44501,50951.4,ns,,6.62708e+10,,,,1,1,0,0.053632,0,3,3,1,16,24,92160,240,0,1,32,24,240,1,1,1.19288e+12,5.30842e+07,1.19288e+12,5.30842e+07,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:120/H:12/C:32/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",13266,52698.1,59178.4,ns,,5.59625e+10,,,,6,1,0,0.06224,0,3,3,1,32,12,46080,120,0,1,64,12,120,1,1,-18976,-1,1.00733e+12,5.30842e+07,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:60/H:6/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",8931,78408.5,84857.1,ns,,3.76123e+10,,,,6,1,0,0.086944,0,3,3,1,64,6,23040,60,0,1,128,6,60,1,1,-12753.7,-1,6.77021e+11,5.30842e+07,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:108/H:108/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",21154,33089.2,39522.4,ns,,6.76803e+10,,,,1,1,0,0.042752,0,3,3,1,3,108,34992,108,0,1,64,54,54,1,1,3.04561e+11,1.00777e+07,3.04561e+11,1.00777e+07,2,2,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:54/H:54/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",6628,105683,112180,ns,,1.13017e+11,,,,6,1,0,0.114624,0,3,3,1,64,54,186624,54,0,1,64,54,54,1,1,-9462.26,-1,2.0343e+12,2.14991e+08,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:27/H:27/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4638,150922,157420,ns,,7.91399e+10,,,,6,1,0,0.163072,0,3,3,1,128,27,93312,27,0,1,128,27,27,1,1,-6625.94,-1,1.42452e+12,2.14991e+08,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:14/H:14/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",5231,133735,140184,ns,,4.80244e+10,,,,6,1,0,0.14288,0,3,3,1,128,14,25088,14,0,1,256,14,14,1,1,-7477.5,-1,8.6444e+11,1.15606e+08,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:7/H:7/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2247,311559,318031,ns,,2.06142e+10,,,,6,1,0,0.319968,0,3,3,1,256,7,12544,7,0,1,512,7,7,1,1,-3209.66,-1,3.71055e+11,1.15606e+08,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:224/H:224/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",5988,116935,123426,ns,,8.23855e+10,,,,1,1,0,0.126112,0,3,3,1,3,224,150528,224,0,1,64,224,224,1,1,1.48294e+12,1.73408e+08,1.48294e+12,1.73408e+08,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:112/H:112/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2050,341552,348046,ns,,3.00863e+11,,,,6,1,0,0.35152,0,3,3,1,64,112,802816,112,0,1,128,112,112,1,1,-2927.81,-1,5.41554e+12,1.84969e+09,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:56/H:56/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1903,367849,374329,ns,,2.79355e+11,,,,6,1,0,0.374528,0,3,3,1,128,56,401408,56,0,1,256,56,56,1,1,-2718.5,-1,5.02839e+12,1.84969e+09,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:28/H:28/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1286,544789,551293,ns,,1.88624e+11,,,,6,1,0,0.544064,0,3,3,1,256,28,200704,28,0,1,512,28,28,1,1,-1835.57,-1,3.39524e+12,1.84969e+09,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:14/H:14/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1023,685928,692458,ns,,7.49062e+10,,,,6,1,0,0.694304,0,3,3,1,512,14,100352,14,0,1,512,14,14,1,1,-1457.88,-1,1.34831e+12,9.24844e+08,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1188,588978,595515,ns,,2.18091e+10,,,,6,1,0,0.59888,0,3,3,1,512,7,25088,7,0,1,512,7,7,1,1,-1697.86,-1,3.92563e+11,2.31211e+08,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:224/H:224/C:3/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3635,192471,198957,ns,,1.00107e+11,,,,1,1,0,0.204,0,3,3,2,3,224,301056,224,0,2,64,224,224,1,1,1.80192e+12,3.46817e+08,1.80192e+12,3.46817e+08,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:112/H:112/C:64/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1064,658171,664696,ns,,3.1226e+11,,,,6,1,0,0.669344,0,3,3,2,64,112,1.60563e+06,112,0,2,128,112,112,1,1,-1519.36,-1,5.62069e+12,3.69938e+09,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:56/H:56/C:128/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1145,611526,618040,ns,,3.36079e+11,,,,6,1,0,0.618304,0,3,3,2,128,56,802816,56,0,2,256,56,56,1,1,-1635.25,-1,6.04942e+12,3.69938e+09,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:28/H:28/C:256/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1005,695912,702434,ns,,2.95326e+11,,,,6,1,0,0.71328,0,3,3,2,256,28,401408,28,0,2,512,28,28,1,1,-1436.96,-1,5.31587e+12,3.69938e+09,1,1,0,0
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM>/W:14/H:14/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1001,699229,705765,ns,,1.46963e+11,,,,6,1,0,0.711872,0,3,3,2,512,14,200704,14,0,2,512,14,14,1,1,-1430.15,-1,2.64533e+12,1.84969e+09,1,1,0,0
