Run on (160 X 4023 MHz CPU s)
2018-07-03 10:50:24
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"advised_convolution_algorithm","advised_determinism","advised_memory","advised_time","convolution_algorithm","filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","math_type","output_batch_size","output_channels","output_height","output_width","pad_height","pad_width","predicted_advised_flops","predicted_advised_flops_count","predicted_flops","predicted_flops_count","stride_height","stride_width","workspace_bytes","workspace_megabytes"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:512/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",438,1.6013e+06,1.61004e+06,ns,,6.41731e+10,,,,1,1,1.47481e+08,1.71779,5,1,1,2,512,7,50176,7,0,2,2048,7,7,0,0,1.28346e+11,2.05521e+08,2.45209e+11,3.92654e+08,1,1,1.47481e+08,140.649
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:1024/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",410,1.70246e+06,1.71155e+06,ns,,6.036e+10,,,,2,1,1.47481e+08,1.71213,5,1,1,2,2048,7,200704,7,0,2,512,7,7,0,0,1.2072e+11,2.05521e+08,2.30639e+11,3.92654e+08,1,1,1.47481e+08,140.649
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:700/H:161/C:1/N:1/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:700/H:161/C:1/N:2/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:700/H:161/C:1/N:4/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:341/H:79/C:32/N:1/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:341/H:79/C:32/N:2/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:341/H:79/C:32/N:4/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:480/H:48/C:1/N:1/K:16/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",18735,37374.9,43956.3,ns,,9.86329e+09,,,,1,1,16384,0.055584,6,3,3,1,1,48,23040,480,0,1,16,48,480,1,1,1.77539e+11,6.63552e+06,-26755.9,-1,1,1,16384,0.015625
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:240/H:24/C:16/N:1/K:32/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",28223,24811.3,31357.3,ns,,1.18862e+11,,,,1,1,32768,0.04544,6,3,3,1,16,24,92160,240,0,1,32,24,240,1,1,2.13951e+12,5.30842e+07,-40304.2,-1,1,1,32768,0.03125
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:120/H:12/C:32/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",25224,27770.3,34388.3,ns,,1.06197e+11,,,,6,1,131072,0.04816,6,3,3,1,32,12,46080,120,0,1,64,12,120,1,1,-36009.7,-1,-36009.7,-1,1,1,131072,0.125
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:60/H:6/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",20688,33859.9,40405.5,ns,,8.70978e+10,,,,6,1,524288,0.057632,6,3,3,1,64,6,23040,60,0,1,128,6,60,1,1,-29533.5,-1,-29533.5,-1,1,1,524288,0.5
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:108/H:108/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:54/H:54/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",19909,35123,41728.2,ns,,3.4006e+11,,,,6,1,262144,0.058048,6,3,3,1,64,54,186624,54,0,1,64,54,54,1,1,-28471.3,-1,-28471.3,-1,1,1,262144,0.25
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:27/H:27/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",14849,47153.8,53652.8,ns,,2.53298e+11,,,,6,1,1.04858e+06,0.066336,6,3,3,1,128,27,93312,27,0,1,128,27,27,1,1,-21207.2,-1,-21207.2,-1,1,1,1.04858e+06,1
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",14559,48080.5,54495.6,ns,,1.33579e+11,,,,6,1,2.09715e+06,0.068032,6,3,3,1,128,14,25088,14,0,1,256,14,14,1,1,-20798.4,-1,-20798.4,-1,1,1,2.09715e+06,2
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",6360,110014,116528,ns,,5.83791e+10,,,,6,1,8.38861e+06,0.123776,6,3,3,1,256,7,12544,7,0,1,512,7,7,1,1,-9089.74,-1,-9089.74,-1,1,1,8.38861e+06,8
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:224/H:224/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",6215,112636,119151,ns,,8.553e+10,,,,1,1,32768,0.118272,6,3,3,1,3,224,150528,224,0,1,64,224,224,1,1,1.53954e+12,1.73408e+08,-8878.12,-1,1,1,32768,0.03125
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:112/H:112/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4210,165879,172371,ns,,6.19491e+11,,,,6,1,524288,0.179936,6,3,3,1,64,112,802816,112,0,1,128,112,112,1,1,-6028.5,-1,-6028.5,-1,1,1,524288,0.5
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4255,164092,170588,ns,,6.26235e+11,,,,6,1,2.09715e+06,0.181472,6,3,3,1,128,56,401408,56,0,1,256,56,56,1,1,-6094.13,-1,-6094.13,-1,1,1,2.09715e+06,2
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3029,231084,237588,ns,,4.44689e+11,,,,6,1,8.38861e+06,0.256352,6,3,3,1,256,28,200704,28,0,1,512,28,28,1,1,-4327.43,-1,-4327.43,-1,1,1,8.38861e+06,8
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3570,196053,202577,ns,,2.62073e+11,,,,6,1,1.67772e+07,0.221024,6,3,3,1,512,14,100352,14,0,1,512,14,14,1,1,-5100.66,-1,-5100.66,-1,1,1,1.67772e+07,16
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3629,192804,199540,ns,,6.66224e+10,,,,6,1,1.67772e+07,0.229248,6,3,3,1,512,7,25088,7,0,1,512,7,7,1,1,-5186.62,-1,-5186.62,-1,1,1,1.67772e+07,16
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:224/H:224/C:3/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3586,195198,201730,ns,,9.8708e+10,,,,1,1,32768,0.199968,6,3,3,2,3,224,301056,224,0,2,64,224,224,1,1,1.77674e+12,3.46817e+08,-5123.01,-1,1,1,32768,0.03125
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:112/H:112/C:64/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2322,301399,307916,ns,,6.81889e+11,,,,6,1,524288,0.32976,6,3,3,2,64,112,1.60563e+06,112,0,2,128,112,112,1,1,-3317.86,-1,-3317.86,-1,1,1,524288,0.5
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:128/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2338,299367,305879,ns,,6.86519e+11,,,,6,1,2.09715e+06,0.318816,6,3,3,2,128,56,802816,56,0,2,256,56,56,1,1,-3340.38,-1,-3340.38,-1,1,1,2.09715e+06,2
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:256/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2330,300538,307062,ns,,6.83844e+11,,,,6,1,8.38861e+06,0.329088,6,3,3,2,256,28,401408,28,0,2,512,28,28,1,1,-3327.37,-1,-3327.37,-1,1,1,8.38861e+06,8
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2289,306412,312913,ns,,3.35367e+11,,,,6,1,1.67772e+07,0.34592,6,3,3,2,512,14,200704,14,0,2,512,14,14,1,1,-3263.58,-1,-3263.58,-1,1,1,1.67772e+07,16
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3598,194309,200813,ns,,1.32212e+11,,,,6,1,1.67772e+07,0.22256,6,3,3,2,512,7,50176,7,0,2,512,7,7,1,1,-5146.43,-1,-5146.43,-1,1,1,1.67772e+07,16
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:224/H:224/C:3/N:1/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:192/N:1/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:192/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:1/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:1/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:832/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",19986,35021.9,41575.5,ns,,3.66772e+11,,,,6,1,262144,0.057856,6,3,3,1,64,56,200704,56,0,1,64,56,56,1,1,-28553.5,-1,-28553.5,-1,1,1,262144,0.25
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",14859,47126.8,53608.3,ns,,2.72563e+11,,,,6,1,1.04858e+06,0.066752,6,3,3,1,128,28,100352,28,0,1,128,28,28,1,1,-21219.3,-1,-21219.3,-1,1,1,1.04858e+06,1
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7444,94031.2,100545,ns,,1.36604e+11,,,,6,1,4.1943e+06,0.110688,6,3,3,1,256,14,50176,14,0,1,256,14,14,1,1,-10634.8,-1,-10634.8,-1,1,1,4.1943e+06,4
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",13415,52124,58671.5,ns,,4.92865e+11,,,,6,1,262144,0.07936,6,3,3,2,64,56,401408,56,0,2,64,56,56,1,1,-19185,-1,-19185,-1,1,1,262144,0.25
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",14573,48065.7,54524.1,ns,,5.34479e+11,,,,6,1,1.04858e+06,0.071168,6,3,3,2,128,28,200704,28,0,2,128,28,28,1,1,-20804.8,-1,-20804.8,-1,1,1,1.04858e+06,1
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7169,97587.5,104104,ns,,2.63252e+11,,,,6,1,4.1943e+06,0.110624,6,3,3,2,256,14,100352,14,0,2,256,14,14,1,1,-10247.2,-1,-10247.2,-1,1,1,4.1943e+06,4
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3688,189798,196356,ns,,6.04263e+11,,,,6,1,262144,0.208064,6,3,3,1,64,80,1.792e+06,350,0,1,64,80,350,1,1,-5268.75,-1,-5268.75,-1,1,1,262144,0.25
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3997,172703,179998,ns,,6.64078e+11,,,,6,1,1.04858e+06,0.184128,6,3,3,1,128,40,896000,175,0,1,128,40,175,1,1,-5790.3,-1,-5790.3,-1,1,1,1.04858e+06,1
"LAYER_CUDNN_CONV_FORWARD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
