Run on (40 X 3600 MHz CPU s)
2018-07-24 13:54:03
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","stride_height","stride_width"
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",63544,10937.4,17314.5,ns,,4.19435e+13,,,,5,5,2,128,40,1.792e+06,175,256,2,256,19,846336,87,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",61519,11237,17259,ns,,1.95961e+13,,,,3,3,2,256,20,860160,84,256,2,256,20,860160,84,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",89530,7744.11,13950.8,ns,,5.68692e+13,,,,5,5,2,256,20,860160,84,512,2,512,9,377856,41,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",86893,7999.44,14181.2,ns,,2.75271e+13,,,,3,3,2,512,10,430080,42,512,2,512,10,430080,42,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",29850,23418.9,29872.1,ns,,2.19397e+12,,,,1,1,1,64,112,802816,112,64,1,64,112,802816,112,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",65280,10714,17182.2,ns,,4.79564e+12,,,,1,1,1,64,56,200704,56,256,1,256,56,802816,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",67214,10394.9,16970.9,ns,,4.94283e+12,,,,1,1,1,256,56,802816,56,64,1,64,56,200704,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",95505,7304.83,13812.1,ns,,1.40675e+13,,,,1,1,1,256,56,802816,56,128,1,128,28,100352,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",88620,7892.46,14420.3,ns,,6.51004e+12,,,,1,1,1,128,28,100352,28,512,1,512,28,401408,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",94974,7407.72,13969.8,ns,,6.93604e+12,,,,1,1,1,512,28,401408,28,128,1,128,28,100352,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",105291,6650.76,13163.7,ns,,1.54509e+13,,,,1,1,1,512,28,401408,28,256,1,256,14,50176,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",88617,7881.72,14135.9,ns,,6.51891e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,14,200704,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",89808,7841.31,14093.2,ns,,5.242e+13,,,,1,1,1,512,28,401408,28,1024,1,1024,14,200704,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",106918,6518.84,12677.3,ns,,7.88181e+12,,,,1,1,1,1024,14,200704,14,256,1,256,14,50176,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",89277,7918.55,14497.2,ns,,6.48859e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,14,200704,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",101298,6940.93,13499.5,ns,,1.4805e+13,,,,1,1,1,1024,14,200704,14,512,1,512,7,25088,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",100850,6895.55,13434.2,ns,,1.8628e+12,,,,3,3,1,512,7,25088,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:512/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",74057,9400.58,15973.8,ns,,5.46564e+12,,,,1,1,1,512,7,25088,7,2048,1,2048,7,100352,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",74260,9400.54,16010.4,ns,,4.37254e+13,,,,1,1,1,1024,14,200704,14,2048,1,2048,7,100352,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",101303,6907.55,13485.1,ns,,7.43827e+12,,,,1,1,1,2048,7,100352,7,512,1,512,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:112/H:112/C:64/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",17061,41040.6,47526.7,ns,,2.50387e+12,,,,1,1,2,64,112,1.60563e+06,112,64,2,64,112,1.60563e+06,112,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",45450,15314.2,21477.6,ns,,6.71014e+12,,,,1,1,2,64,56,401408,56,256,2,256,56,1.60563e+06,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:256/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",45791,15271.2,21940,ns,,6.72905e+12,,,,1,1,2,256,56,1.60563e+06,56,64,2,64,56,401408,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:256/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",80755,8684.61,15075,ns,,2.3665e+13,,,,1,1,2,256,56,1.60563e+06,56,128,2,128,28,200704,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",75703,9208.12,15659.2,ns,,1.11598e+13,,,,1,1,2,128,28,200704,28,512,2,512,28,802816,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",80810,8665.08,15054.8,ns,,1.18591e+13,,,,1,1,2,512,28,802816,28,128,2,128,28,200704,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",97625,7114.18,13566.4,ns,,2.88889e+13,,,,1,1,2,512,28,802816,28,256,2,256,14,100352,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",82679,8428.72,15004.4,ns,,1.21917e+13,,,,1,1,2,256,14,100352,14,1024,2,1024,14,401408,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",82733,8436.97,15005.9,ns,,9.74382e+13,,,,1,1,2,512,28,802816,28,1024,2,1024,14,401408,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",98148,7117.47,13513.8,ns,,1.44378e+13,,,,1,1,2,1024,14,401408,14,256,2,256,14,100352,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",82524,8458.71,15067.8,ns,,1.21485e+13,,,,1,1,2,256,14,100352,14,1024,2,1024,14,401408,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",97180,7186.91,13661.8,ns,,2.85965e+13,,,,1,1,2,1024,14,401408,14,512,2,512,7,50176,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",97250,7164.55,13584.9,ns,,3.58573e+12,,,,3,3,2,512,7,50176,7,512,2,512,7,50176,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:512/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",72192,9586.4,15910.5,ns,,1.07194e+13,,,,1,1,2,512,7,50176,7,2048,2,2048,7,200704,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",72133,9561.04,15804.5,ns,,8.59827e+13,,,,1,1,2,1024,14,401408,14,2048,2,2048,7,200704,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",97575,7153.52,13594,ns,,1.4365e+13,,,,1,1,2,2048,7,200704,7,512,2,512,7,50176,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:700/H:161/C:1/N:1/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",15997,43766.6,50321.1,ns,,8.24008e+10,,,,5,20,1,1,161,112700,700,32,1,32,79,862048,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:700/H:161/C:1/N:2/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",4725,148149,155018,ns,,4.86862e+10,,,,5,20,2,1,161,225400,700,32,2,32,79,1.7241e+06,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:700/H:161/C:1/N:4/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2401,291604,298805,ns,,4.94698e+10,,,,5,20,4,1,161,450800,700,32,4,32,79,3.44819e+06,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:341/H:79/C:32/N:1/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",46644,14964.2,21405.4,ns,,1.84344e+12,,,,5,10,1,32,79,862048,341,32,1,32,38,201856,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:341/H:79/C:32/N:2/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",29137,24044.7,30622.7,ns,,2.29452e+12,,,,5,10,2,32,79,1.7241e+06,341,32,2,32,38,403712,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:341/H:79/C:32/N:4/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",16575,42277.1,48828.6,ns,,2.60998e+12,,,,5,10,4,32,79,3.44819e+06,341,32,4,32,38,807424,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:480/H:48/C:1/N:1/K:16/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",18306,38190.4,44771.4,ns,,9.65268e+09,,,,3,3,1,1,48,23040,480,16,1,16,48,368640,480,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:240/H:24/C:16/N:1/K:32/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",49993,13959.4,20459.9,ns,,2.11263e+11,,,,3,3,1,16,24,92160,240,32,1,32,24,184320,240,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:120/H:12/C:32/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",86054,8106.15,14498.1,ns,,3.63813e+11,,,,3,3,1,32,12,46080,120,64,1,64,12,92160,120,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:60/H:6/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",105640,6642.87,13126.8,ns,,4.43953e+11,,,,3,3,1,64,6,23040,60,128,1,128,6,46080,60,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:108/H:108/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",68602,10188.5,16654.9,ns,,2.19806e+11,,,,3,3,1,3,108,34992,108,64,1,64,54,186624,54,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:54/H:54/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",68565,10190.1,16627.4,ns,,1.17212e+12,,,,3,3,1,64,54,186624,54,64,1,64,54,186624,54,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:27/H:27/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",97121,7199.37,13626.3,ns,,1.65902e+12,,,,3,3,1,128,27,93312,27,128,1,128,27,93312,27,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",105073,6659.09,13133.7,ns,,9.64475e+11,,,,3,3,1,128,14,25088,14,256,1,256,14,50176,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",100791,6902.2,13449.8,ns,,9.30505e+11,,,,3,3,1,256,7,12544,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:224/H:224/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4968,140890,147744,ns,,6.83782e+10,,,,3,3,1,3,224,150528,224,64,1,64,224,3.21126e+06,224,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:112/H:112/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",17413,40224,46846,ns,,2.5547e+12,,,,3,3,1,64,112,802816,112,128,1,128,112,1.60563e+06,112,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",63622,10973.6,17537.3,ns,,9.36436e+12,,,,3,3,1,128,56,401408,56,256,1,256,56,802816,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",86945,7930.44,14438.1,ns,,1.29577e+13,,,,3,3,1,256,28,200704,28,512,1,512,28,401408,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",97098,7201.76,13798.9,ns,,7.1344e+12,,,,3,3,1,512,14,100352,14,512,1,512,14,100352,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",100978,6914.44,13461.7,ns,,1.85771e+12,,,,3,3,1,512,7,25088,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:224/H:224/C:3/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2541,275443,282304,ns,,6.99513e+10,,,,3,3,2,3,224,301056,224,64,2,64,224,6.42253e+06,224,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:112/H:112/C:64/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",9093,76937.3,83816.8,ns,,2.67128e+12,,,,3,3,2,64,112,1.60563e+06,112,128,2,128,112,3.21126e+06,112,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:128/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",29139,24003.8,30721.4,ns,,8.56202e+12,,,,3,3,2,128,56,802816,56,256,2,256,56,1.60563e+06,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:256/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",73896,9461.64,16043.3,ns,,2.17215e+13,,,,3,3,2,256,28,401408,28,512,2,512,28,802816,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",90855,7668.38,14206.1,ns,,1.34005e+13,,,,3,3,2,512,14,200704,14,512,2,512,14,200704,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",97032,7173.39,13735.8,ns,,3.58131e+12,,,,3,3,2,512,7,50176,7,512,2,512,7,50176,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:224/H:224/C:3/N:1/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",29452,23711.7,30192,ns,,4.06288e+11,,,,7,7,1,3,224,150528,224,64,1,64,112,802816,112,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:192/N:1/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",96874,7222.19,13763.1,ns,,6.66958e+11,,,,5,5,1,192,28,150528,28,32,1,32,28,25088,28,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:192/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",96763,7215.38,13792.8,ns,,1.33517e+12,,,,1,1,1,192,28,150528,28,64,1,64,28,50176,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:1/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",109938,6368.15,12864,ns,,7.56404e+11,,,,5,5,1,512,14,100352,14,48,1,48,14,9408,14,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:1/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",107835,6480.32,12994.6,ns,,2.97325e+12,,,,1,1,1,512,14,100352,14,192,1,192,14,37632,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:832/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",108761,6444.23,12903.7,ns,,1.61953e+12,,,,1,1,1,832,7,40768,7,256,1,256,7,12544,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",113096,6199.36,12775.8,ns,,8.41749e+11,,,,5,5,1,832,7,40768,7,128,1,128,7,6272,7,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",10379,67436.3,74162.6,ns,,2.85715e+11,,,,7,7,2,3,224,301056,224,64,2,64,112,1.60563e+06,112,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",82657,8455.8,15011.3,ns,,1.13931e+12,,,,5,5,2,192,28,301056,28,32,2,32,28,50176,28,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",82262,8507.66,15052.9,ns,,2.26473e+12,,,,1,1,2,192,28,301056,28,64,2,64,28,100352,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",103363,6734.2,13203.8,ns,,1.43058e+12,,,,5,5,2,512,14,200704,14,48,2,48,14,18816,14,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",100891,6939.49,13463.5,ns,,5.55303e+12,,,,1,1,2,512,14,200704,14,192,2,192,14,75264,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",104732,6678.42,13151.2,ns,,3.12547e+12,,,,1,1,2,832,7,81536,7,256,2,256,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",107686,6471.33,13025.7,ns,,1.61275e+12,,,,5,5,2,832,7,81536,7,128,2,128,7,12544,7,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",65740,10625.6,17129.7,ns,,1.20888e+12,,,,3,3,1,64,56,200704,56,64,1,64,56,200704,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",92778,7473.93,14001.9,ns,,6.87459e+12,,,,1,1,1,64,56,200704,56,256,1,256,28,200704,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",96683,7223.98,13662.2,ns,,1.77811e+12,,,,3,3,1,128,28,100352,28,128,1,128,28,100352,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",96969,7190.42,13662.2,ns,,7.14565e+12,,,,1,1,1,128,28,100352,28,512,1,512,14,100352,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",103955,6717.77,13158.1,ns,,1.9121e+12,,,,1,1,1,256,14,50176,14,256,1,256,14,50176,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",104254,6698.88,13131.2,ns,,1.91749e+12,,,,3,3,1,256,14,50176,14,256,1,256,14,50176,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",90815,7724.1,14221.1,ns,,6.65194e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,7,50176,7,0,0,2,2
