Run on (40 X 3600 MHz CPU s)
2018-07-24 13:54:03
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","stride_height","stride_width"
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",100218,6975.04,13558.7,ns,,1.84157e+12,,,,1,1,1,512,7,25088,7,512,1,512,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",100741,6904.2,13457.1,ns,,7.44188e+12,,,,1,1,1,2048,7,100352,7,512,1,512,7,25088,7,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",45811,15291.5,21906.5,ns,,1.68002e+12,,,,3,3,2,64,56,401408,56,64,2,64,56,401408,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",79710,8771.12,15221.1,ns,,1.17158e+13,,,,1,1,2,64,56,401408,56,256,2,256,28,401408,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",79938,8693.11,15119.5,ns,,2.95523e+12,,,,3,3,2,128,28,200704,28,128,2,128,28,200704,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",90823,7699.58,14209.3,ns,,1.33462e+13,,,,1,1,2,128,28,200704,28,512,2,512,14,200704,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",97744,7150.38,13599.2,ns,,3.59283e+12,,,,1,1,2,256,14,100352,14,256,2,256,14,100352,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",97935,7150.47,13599.5,ns,,3.59279e+12,,,,3,3,2,256,14,100352,14,256,2,256,14,100352,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",86159,8020.02,14559.7,ns,,1.2813e+13,,,,1,1,2,256,14,100352,14,1024,2,1024,7,100352,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",97133,7225.66,13706.6,ns,,3.5554e+12,,,,1,1,2,512,7,50176,7,512,2,512,7,50176,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",97418,7217.1,13703.5,ns,,1.42385e+13,,,,1,1,2,2048,7,200704,7,512,2,512,7,50176,7,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",8637,81027,87860,ns,,8.90173e+10,,,,5,5,1,1,161,112700,700,64,1,64,80,1.78688e+06,349,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",8581,81547,88374.3,ns,,1.4064e+12,,,,3,3,1,64,80,1.792e+06,350,64,1,64,80,1.792e+06,350,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",43509,16040.5,22495.9,ns,,1.42998e+13,,,,5,5,1,64,80,1.792e+06,350,128,1,128,39,868608,174,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",42956,16255.6,22811,ns,,7.05531e+12,,,,3,3,1,128,40,896000,175,128,1,128,40,896000,175,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",80627,8732.08,15163.2,ns,,2.62682e+13,,,,5,5,1,128,40,896000,175,256,1,256,19,423168,87,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:84/H:20/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",79877,8742.5,15154.8,ns,,1.25937e+13,,,,3,3,1,256,20,430080,84,256,1,256,20,430080,84,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:84/H:20/C:256/N:1/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",93684,7483.83,14077.1,ns,,2.94235e+13,,,,5,5,1,256,20,430080,84,512,1,512,9,188928,41,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:42/H:10/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",93269,7517.21,14155,ns,,1.46465e+13,,,,3,3,1,512,10,215040,42,512,1,512,10,215040,42,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:700/H:161/C:1/N:2/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",4489,155925,162785,ns,,9.25164e+10,,,,5,5,2,1,161,225400,700,64,2,64,80,3.57376e+06,349,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:350/H:80/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4455,157077,163946,ns,,1.46028e+12,,,,3,3,2,64,80,3.584e+06,350,64,2,64,80,3.584e+06,350,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",15978,43818.7,50666.3,ns,,1.04693e+13,,,,5,5,2,64,80,3.584e+06,350,128,2,128,39,1.73722e+06,174,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:175/H:40/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",15433,45371.4,52200.2,ns,,5.05552e+12,,,,3,3,2,128,40,1.792e+06,175,128,2,128,40,1.792e+06,175,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",61834,11255.4,17737.4,ns,,4.07583e+13,,,,5,5,2,128,40,1.792e+06,175,256,2,256,19,846336,87,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",60786,11460,17954.1,ns,,1.92148e+13,,,,3,3,2,256,20,860160,84,256,2,256,20,860160,84,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",87997,7941.27,14498.7,ns,,5.54574e+13,,,,5,5,2,256,20,860160,84,512,2,512,9,377856,41,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",85043,8201.54,14633.3,ns,,2.68487e+13,,,,3,3,2,512,10,430080,42,512,2,512,10,430080,42,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",29475,23762.7,30287.3,ns,,2.16222e+12,,,,1,1,1,64,112,802816,112,64,1,64,112,802816,112,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",63627,10980.5,17547.5,ns,,4.67922e+12,,,,1,1,1,64,56,200704,56,256,1,256,56,802816,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",66074,10604.3,17084.9,ns,,4.84522e+12,,,,1,1,1,256,56,802816,56,64,1,64,56,200704,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",95839,7261.74,13763.4,ns,,1.41509e+13,,,,1,1,1,256,56,802816,56,128,1,128,28,100352,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",88004,7940.67,14513.5,ns,,6.47052e+12,,,,1,1,1,128,28,100352,28,512,1,512,28,401408,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",96423,7230.09,13693.5,ns,,7.10645e+12,,,,1,1,1,512,28,401408,28,128,1,128,28,100352,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",104572,6649.35,13144.9,ns,,1.54542e+13,,,,1,1,1,512,28,401408,28,256,1,256,14,50176,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",88032,7979.65,14560.4,ns,,6.43891e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,14,200704,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",88089,7916.89,14466.3,ns,,5.19196e+13,,,,1,1,1,512,28,401408,28,1024,1,1024,14,200704,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",104594,6662.81,13152.1,ns,,7.7115e+12,,,,1,1,1,1024,14,200704,14,256,1,256,14,50176,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",87959,7978.6,14539.9,ns,,6.43976e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,14,200704,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",100233,6937.14,13494.5,ns,,1.48131e+13,,,,1,1,1,1024,14,200704,14,512,1,512,7,25088,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",100210,6941.22,13509.9,ns,,1.85055e+12,,,,3,3,1,512,7,25088,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",74094,9442.05,16028.6,ns,,5.44164e+12,,,,1,1,1,512,7,25088,7,2048,1,2048,7,100352,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",74055,9409.2,15972.8,ns,,4.36851e+13,,,,1,1,1,1024,14,200704,14,2048,1,2048,7,100352,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",100842,6918.34,13470.4,ns,,7.42667e+12,,,,1,1,1,2048,7,100352,7,512,1,512,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:112/H:112/C:64/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",10382,67410,74105.5,ns,,1.52441e+12,,,,1,1,2,64,112,1.60563e+06,112,64,2,64,112,1.60563e+06,112,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",29117,23992.4,30693,ns,,4.28305e+12,,,,1,1,2,64,56,401408,56,256,2,256,56,1.60563e+06,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:256/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",45829,15297.1,21910.5,ns,,6.71762e+12,,,,1,1,2,256,56,1.60563e+06,56,64,2,64,56,401408,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:256/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",80445,8676.48,15072,ns,,2.36871e+13,,,,1,1,2,256,56,1.60563e+06,56,128,2,128,28,200704,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",74266,9428.94,15985.3,ns,,1.08984e+13,,,,1,1,2,128,28,200704,28,512,2,512,28,802816,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",80520,8681.17,15134.9,ns,,1.18372e+13,,,,1,1,2,512,28,802816,28,128,2,128,28,200704,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",97379,7162.74,13629.3,ns,,2.8693e+13,,,,1,1,2,512,28,802816,28,256,2,256,14,100352,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",82826,8442.7,15019.6,ns,,1.21715e+13,,,,1,1,2,256,14,100352,14,1024,2,1024,14,401408,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",82266,8507.59,15099.5,ns,,9.66294e+13,,,,1,1,2,512,28,802816,28,1024,2,1024,14,401408,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",98068,7147.36,13590.7,ns,,1.43774e+13,,,,1,1,2,1024,14,401408,14,256,2,256,14,100352,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",82145,8469.98,15069.7,ns,,1.21323e+13,,,,1,1,2,256,14,100352,14,1024,2,1024,14,401408,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",97382,7189.75,13650.9,ns,,2.85853e+13,,,,1,1,2,1024,14,401408,14,512,2,512,7,50176,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",97156,7197.59,13654.4,ns,,3.56926e+12,,,,3,3,2,512,7,50176,7,512,2,512,7,50176,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",71840,9694.16,16117.5,ns,,1.06002e+13,,,,1,1,2,512,7,50176,7,2048,2,2048,7,200704,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",72096,9708.05,16148.8,ns,,8.46806e+13,,,,1,1,2,1024,14,401408,14,2048,2,2048,7,200704,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",97184,7176.8,13615.3,ns,,1.43184e+13,,,,1,1,2,2048,7,200704,7,512,2,512,7,50176,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:700/H:161/C:1/N:1/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",8668,80774.2,87717.2,ns,,4.46479e+10,,,,5,20,1,1,161,112700,700,32,1,32,79,862048,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:700/H:161/C:1/N:2/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",4491,155879,162789,ns,,4.62717e+10,,,,5,20,2,1,161,225400,700,32,2,32,79,1.7241e+06,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:700/H:161/C:1/N:4/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2292,305319,312220,ns,,4.72477e+10,,,,5,20,4,1,161,450800,700,32,4,32,79,3.44819e+06,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:341/H:79/C:32/N:1/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",45258,15497.2,22008.2,ns,,1.78003e+12,,,,5,10,1,32,79,862048,341,32,1,32,38,201856,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:341/H:79/C:32/N:2/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",27943,25028.7,31600.2,ns,,2.20431e+12,,,,5,10,2,32,79,1.7241e+06,341,32,2,32,38,403712,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:341/H:79/C:32/N:4/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",9935,70419.7,77190.5,ns,,1.56692e+12,,,,5,10,4,32,79,3.44819e+06,341,32,4,32,38,807424,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:480/H:48/C:1/N:1/K:16/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",17752,39412.9,45927.4,ns,,9.35328e+09,,,,3,3,1,1,48,23040,480,16,1,16,48,368640,480,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:240/H:24/C:16/N:1/K:32/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",48441,14471.3,20979.8,ns,,2.03791e+11,,,,3,3,1,16,24,92160,240,32,1,32,24,184320,240,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:120/H:12/C:32/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",82820,8426.25,15024.6,ns,,3.49992e+11,,,,3,3,1,32,12,46080,120,64,1,64,12,92160,120,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:60/H:6/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",102072,6848.8,13398,ns,,4.30604e+11,,,,3,3,1,64,6,23040,60,128,1,128,6,46080,60,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:108/H:108/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",66012,10550.2,17087.5,ns,,2.1227e+11,,,,3,3,1,3,108,34992,108,64,1,64,54,186624,54,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:54/H:54/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",66210,10556.6,17100.3,ns,,1.13142e+12,,,,3,3,1,64,54,186624,54,64,1,64,54,186624,54,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:27/H:27/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",93594,7526.53,14142.7,ns,,1.58691e+12,,,,3,3,1,128,27,93312,27,128,1,128,27,93312,27,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",101194,6911.24,13512.3,ns,,9.29287e+11,,,,3,3,1,128,14,25088,14,256,1,256,14,50176,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",97485,7178.74,13650.9,ns,,8.9466e+11,,,,3,3,1,256,7,12544,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:224/H:224/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4783,146341,153229,ns,,6.58313e+10,,,,3,3,1,3,224,150528,224,64,1,64,224,3.21126e+06,224,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:112/H:112/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",16008,43721.8,50577.6,ns,,2.35033e+12,,,,3,3,1,64,112,802816,112,128,1,128,112,1.60563e+06,112,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",43733,16005.3,22600.7,ns,,6.4204e+12,,,,3,3,1,128,56,401408,56,256,1,256,56,802816,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",82379,8490.75,15071.8,ns,,1.21026e+13,,,,3,3,1,256,28,200704,28,512,1,512,28,401408,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",94124,7469.88,14185.2,ns,,6.87832e+12,,,,3,3,1,512,14,100352,14,512,1,512,14,100352,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",97679,7183.4,13738.7,ns,,1.78816e+12,,,,3,3,1,512,7,25088,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:224/H:224/C:3/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2449,285828,293276,ns,,6.74097e+10,,,,3,3,2,3,224,301056,224,64,2,64,224,6.42253e+06,224,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:112/H:112/C:64/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",8727,80246.9,87111.6,ns,,2.56111e+12,,,,3,3,2,64,112,1.60563e+06,112,128,2,128,112,3.21126e+06,112,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:128/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",24606,28441.3,35323.1,ns,,7.22613e+12,,,,3,3,2,128,56,802816,56,256,2,256,56,1.60563e+06,56,1,1,1,1
