Run on (40 X 3600 MHz CPU s)
2018-07-24 13:04:16
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"activation_mode","advised_convolution_algorithm","advised_determinism","advised_memory","advised_time","convolution_algorithm","filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","math_type","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","stride_height","stride_width","workspace_bytes","workspace_megabytes"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",862,812426,819265,ns,,6.42311e+09,,,,1,0,1,5.4192e+06,0.822272,1,5,5,1,832,7,40768,7,1,128,1,128,7,6272,7,2,2,1,1,5.4192e+06,5.16815
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",8699,80368.5,87360.1,ns,,2.39741e+11,,,,1,1,1,75272,0.0768,1,7,7,2,3,224,301056,224,1,64,2,64,112,1.60563e+06,112,3,3,2,2,75272,0.071785
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",3692,189497,196216,ns,,5.08388e+10,,,,1,0,1,1.01439e+06,0.228352,1,5,5,2,192,28,301056,28,1,32,2,32,28,50176,28,2,2,1,1,1.01439e+06,0.967399
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",19566,35849.9,42562,ns,,5.37451e+11,,,,1,1,1,832119,0.03584,1,1,1,2,192,28,301056,28,1,64,2,64,28,100352,28,0,0,1,1,832119,0.793571
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",1583,442018,449239,ns,,2.1795e+10,,,,1,0,1,1.66904e+06,0.455648,1,5,5,2,512,14,200704,14,1,48,2,48,14,18816,14,2,2,1,1,1.66904e+06,1.59172
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",15937,43962.3,50295.8,ns,,8.7655e+11,,,,1,1,1,749743,0.05424,1,1,1,2,512,14,200704,14,1,192,2,192,14,75264,14,0,0,1,1,749743,0.715011
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",14133,49496.8,55743.8,ns,,4.21708e+11,,,,1,0,1,639547,0.057344,1,1,1,2,832,7,81536,7,1,256,2,256,7,25088,7,0,0,1,1,639547,0.60992
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",854,819981,826611,ns,,1.27279e+10,,,,1,0,1,5.51328e+06,0.8448,1,5,5,2,832,7,81536,7,1,128,2,128,7,12544,7,2,2,1,1,5.51328e+06,5.25787
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",12600,55397.3,61700,ns,,2.31871e+11,,,,1,1,1,895383,0.058368,1,3,3,1,64,56,200704,56,1,64,1,64,56,200704,56,1,1,1,1,895383,0.853904
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",19022,36797.6,43135.8,ns,,1.39629e+12,,,,1,1,1,840311,0.029696,1,1,1,1,64,56,200704,56,1,256,1,256,28,200704,28,0,0,2,2,840311,0.801383
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",10072,69302.7,75633.2,ns,,1.85347e+11,,,,1,0,1,701047,0.075776,1,3,3,1,128,28,100352,28,1,128,1,128,28,100352,28,1,1,1,1,701047,0.668571
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",21621,32391.8,38669.8,ns,,1.58621e+12,,,,1,1,1,533679,0.034816,1,1,1,1,128,28,100352,28,1,512,1,512,14,100352,14,0,0,2,2,533679,0.508956
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",20570,33974.4,40281.4,ns,,3.7808e+11,,,,1,1,1,332975,0.038912,1,1,1,1,256,14,50176,14,1,256,1,256,14,50176,14,0,0,1,1,332975,0.31755
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",6534,107134,113961,ns,,1.19897e+11,,,,1,0,1,1.38155e+06,0.11264,1,3,3,1,256,14,50176,14,1,256,1,256,14,50176,14,1,1,1,1,1.38155e+06,1.31755
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",20240,34670.1,41378.9,ns,,1.48197e+12,,,,1,1,1,300,0.0512,1,1,1,1,256,14,50176,14,1,1024,1,1024,7,50176,7,0,0,2,2,725307,0.691707
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",16851,41359.6,48085.8,ns,,3.1057e+11,,,,1,1,1,624955,0.049088,1,1,1,1,512,7,25088,7,1,512,1,512,7,25088,7,0,0,1,1,624955,0.596004
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",7936,88177.8,94859.9,ns,,5.82689e+11,,,,1,0,1,2.34835e+06,0.09728,1,1,1,1,2048,7,100352,7,1,512,1,512,7,25088,7,3,3,2,2,2.34835e+06,2.23956
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",10795,64886.7,71170.8,ns,,3.95922e+11,,,,1,1,1,1.6982e+06,0.06144,1,3,3,2,64,56,401408,56,1,64,2,64,56,401408,56,1,1,1,1,1.6982e+06,1.61953
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",13860,50459.9,56730.6,ns,,2.03648e+12,,,,1,1,1,4712,0.032768,1,1,1,2,64,56,401408,56,1,256,2,256,28,401408,28,0,0,2,2,1.64313e+06,1.56701
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",9370,76811.4,83522.2,ns,,3.34457e+11,,,,1,1,1,1.10246e+06,0.075776,1,3,3,2,128,28,200704,28,1,128,2,128,28,200704,28,1,1,1,1,1.10246e+06,1.05138
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",17511,39902.4,46365.3,ns,,2.5753e+12,,,,1,1,1,1184,0.105472,1,1,1,2,128,28,200704,28,1,512,2,512,14,200704,14,0,0,2,2,935087,0.891768
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",19138,36549,42882,ns,,7.02895e+11,,,,1,1,1,533679,0.038912,1,1,1,2,256,14,100352,14,1,256,2,256,14,100352,14,0,0,1,1,533679,0.508956
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",6317,111731,118567,ns,,2.29928e+11,,,,1,0,1,1.58226e+06,0.11872,1,3,3,2,256,14,100352,14,1,256,2,256,14,100352,14,1,1,1,1,1.58226e+06,1.50896
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",18971,36934.7,43658.1,ns,,2.78222e+12,,,,1,1,1,926011,0.037888,1,1,1,2,256,14,100352,14,1,1024,2,1024,7,100352,7,0,0,2,2,926011,0.883113
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",16510,42382.2,49068.1,ns,,6.06153e+11,,,,1,1,1,725307,0.05632,1,1,1,2,512,7,50176,7,1,512,2,512,7,50176,7,0,0,1,1,725307,0.691707
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",7928,88421,94718.7,ns,,1.16217e+12,,,,1,0,1,2.59923e+06,0.09728,1,1,1,2,2048,7,200704,7,1,512,2,512,7,50176,7,3,3,2,2,2.59923e+06,2.47882
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",14729,47499.6,54086.7,ns,,1.5185e+11,,,,1,1,1,167528,0.037888,1,5,5,1,1,161,112700,700,1,64,1,64,80,1.78688e+06,349,1,1,2,2,167528,0.159767
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4386,158711,165719,ns,,7.22621e+11,,,,1,1,1,7.40975e+06,0.084992,1,3,3,1,64,80,1.792e+06,350,1,64,1,64,80,1.792e+06,350,1,1,1,1,7.40975e+06,7.06649
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",4954,141385,148391,ns,,1.62235e+12,,,,1,0,1,5.77156e+06,0.103456,1,5,5,1,64,80,1.792e+06,350,1,128,1,128,39,868608,174,1,1,2,2,5.77156e+06,5.50418
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",5669,123379,130376,ns,,9.29557e+11,,,,1,1,1,3.92094e+06,0.119808,1,3,3,1,128,40,896000,175,1,128,1,128,40,896000,175,1,1,1,1,3.92094e+06,3.7393
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",4102,170726,177740,ns,,1.34354e+12,,,,1,0,1,4.28668e+06,0.159744,1,5,5,1,128,40,896000,175,1,256,1,256,19,423168,87,1,1,2,2,4.28668e+06,4.08809
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:84/H:20/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",5084,137372,144394,ns,,8.01478e+11,,,,1,0,1,2.91007e+06,0.141312,1,3,3,1,256,20,430080,84,1,256,1,256,20,430080,84,1,1,1,1,2.91007e+06,2.77526
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:84/H:20/C:256/N:1/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",2325,301073,308067,ns,,7.31388e+11,,,,1,1,1,7.79385e+06,0.295936,1,5,5,1,256,20,430080,84,1,512,1,512,9,188928,41,1,1,2,2,7.79385e+06,7.4328
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:42/H:10/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2893,241592,248639,ns,,4.55728e+11,,,,1,0,1,5.5813e+06,0.239616,1,3,3,1,512,10,215040,42,1,512,1,512,10,215040,42,1,1,1,1,5.5813e+06,5.32274
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:700/H:161/C:1/N:2/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",10654,65652.4,72647.4,ns,,2.19727e+11,,,,1,1,1,167528,0.060416,1,5,5,2,1,161,225400,700,1,64,2,64,80,3.57376e+06,349,1,1,2,2,167528,0.159767
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:350/H:80/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2461,284106,291115,ns,,8.07359e+11,,,,1,1,1,1.45778e+07,0.13824,1,3,3,2,64,80,3.584e+06,350,1,64,2,64,80,3.584e+06,350,1,1,1,1,1.45778e+07,13.9024
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",3008,232742,239748,ns,,1.97107e+12,,,,1,0,1,1.10928e+07,0.156672,1,5,5,2,64,80,3.584e+06,350,1,128,2,128,39,1.73722e+06,174,1,1,2,2,1.10928e+07,10.5789
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:175/H:40/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3659,192506,199472,ns,,1.19153e+12,,,,1,1,1,7.50494e+06,0.110592,1,3,3,2,128,40,1.792e+06,175,1,128,2,128,40,1.792e+06,175,1,1,1,1,7.50494e+06,7.15726
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",2771,252640,259639,ns,,1.81584e+12,,,,1,0,1,6.92501e+06,0.208896,1,5,5,2,128,40,1.792e+06,175,1,256,2,256,19,846336,87,1,1,2,2,6.92501e+06,6.60421
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3485,201083,208094,ns,,1.09508e+12,,,,1,1,1,4.63039e+06,0.161792,1,3,3,2,256,20,860160,84,1,256,2,256,20,860160,84,1,1,1,1,4.63039e+06,4.41588
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",1805,387908,394927,ns,,1.13533e+12,,,,1,0,1,9.03187e+06,0.376832,1,5,5,2,256,20,860160,84,1,512,2,512,9,377856,41,1,1,2,2,9.03187e+06,8.61346
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2782,251976,258988,ns,,8.73897e+11,,,,1,1,1,6.44146e+06,0.237568,1,3,3,2,512,10,430080,42,1,512,2,512,10,430080,42,1,1,1,1,6.44146e+06,6.14305
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9729,71939.9,78542.8,ns,,7.1421e+11,,,,1,1,1,3.29474e+06,0.042976,1,1,1,1,64,112,802816,112,1,64,1,64,112,802816,112,0,0,1,1,3.29474e+06,3.14211
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9681,71831,78127.2,ns,,7.15293e+11,,,,1,1,1,18824,0.033792,1,1,1,1,64,56,200704,56,1,256,1,256,56,802816,56,0,0,1,1,2.05865e+06,1.96328
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",16402,42567.4,49249,ns,,1.20703e+12,,,,1,1,1,2.05865e+06,0.04608,1,1,1,1,256,56,802816,56,1,64,1,64,56,200704,56,0,0,1,1,2.05865e+06,1.96328
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",19201,36438.9,42732.2,ns,,2.82007e+12,,,,1,1,1,1.8766e+06,0.045056,1,1,1,1,256,56,802816,56,1,128,1,128,28,100352,28,0,0,2,2,1.8766e+06,1.78966
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",13702,50836.2,57145.6,ns,,1.0107e+12,,,,1,1,1,4712,0.03888,1,1,1,1,128,28,100352,28,1,512,1,512,28,401408,28,0,0,1,1,1.13932e+06,1.08654
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",15055,46504.8,53180.3,ns,,1.10484e+12,,,,1,1,1,1.13932e+06,0.0512,1,1,1,1,512,28,401408,28,1,128,1,128,28,100352,28,0,0,1,1,1.13932e+06,1.08654
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",15842,44072.6,50819.1,ns,,2.33162e+12,,,,1,1,1,1.16651e+06,0.050176,1,1,1,1,512,28,401408,28,1,256,1,256,14,50176,14,0,0,2,2,1.16651e+06,1.11247
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_HALF_TENSOROP<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",16448,44009.9,50769.9,ns,,1.16747e+12,,,,1,1,1,1.02725e+06,0.043008,1,1,1,1,256,14,50176,14,1,1024,1,1024,14,200704,14,0,0,1,1,1.02725e+06,0.979659
