Run on (40 X 3600 MHz CPU s)
2018-07-13 06:22:05
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"advised_convolution_algorithm","advised_determinism","advised_memory","advised_time","convolution_algorithm","filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","math_type","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","predicted_advised_flops","predicted_advised_flops_count","predicted_flops","predicted_flops_count","stride_height","stride_width","workspace_bytes","workspace_megabytes"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:224/H:224/C:3/N:1/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",11460,59807.1,66508.5,ns,,1.61081e+11,,,,2,1,75272,0.069632,1,7,7,1,3,224,150528,224,0,64,1,64,112,802816,112,3,3,3.94649e+12,2.36028e+08,3.94649e+12,2.36028e+08,2,2,75272,0.071785
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:192/N:1/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",1335,524052,530832,ns,,9.19164e+09,,,,5,1,4712,0.54784,1,5,5,1,192,28,150528,28,0,32,1,32,28,25088,28,2,2,1.00789e+11,5.28185e+07,4.59582e+11,2.40845e+08,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:192/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",17252,40503.2,47223.4,ns,,2.37852e+11,,,,5,1,4712,0.044032,1,1,1,1,192,28,150528,28,0,64,1,64,28,50176,28,0,0,2.57238e+12,1.0419e+08,4.75705e+11,1.92676e+07,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:512/N:1/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",514,1.3604e+06,1.36742e+06,ns,,3.54079e+09,,,,5,1,1184,1.38445,1,5,5,1,512,14,100352,14,0,48,1,48,14,9408,14,2,2,3.11173e+10,4.2332e+07,1.7704e+11,2.40845e+08,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:512/N:1/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9562,73089.3,79801.2,ns,,2.63617e+11,,,,1,1,1184,0.075776,1,1,1,1,512,14,100352,14,0,192,1,192,14,37632,14,0,0,5.27234e+11,3.85352e+07,5.27234e+11,3.85352e+07,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:832/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",6625,105605,112529,ns,,9.88264e+10,,,,1,1,300,0.10752,1,1,1,1,832,7,40768,7,0,256,1,256,7,12544,7,0,0,1.97653e+11,2.08732e+07,1.97653e+11,2.08732e+07,1,1,300,0.000286102
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",303,2.31213e+06,2.31938e+06,ns,,2.25693e+09,,,,4,1,300,2.31834,1,5,5,1,832,7,40768,7,0,128,1,128,7,6272,7,2,2,1.50432e+10,3.47817e+07,1.12846e+11,2.60915e+08,1,1,300,0.000286102
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",8892,78685.4,85698.9,ns,,2.44869e+11,,,,2,1,75272,0.080896,1,7,7,2,3,224,301056,224,0,64,2,64,112,1.60563e+06,112,3,3,5.99928e+12,4.72056e+08,5.99928e+12,4.72056e+08,2,2,75272,0.071785
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",1336,523934,530768,ns,,1.83874e+10,,,,5,1,4712,0.52736,1,5,5,2,192,28,301056,28,0,32,2,32,28,50176,28,2,2,1.13228e+11,5.93238e+07,9.19371e+11,4.8169e+08,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",17269,40520.7,47254.8,ns,,4.755e+11,,,,2,1,4712,0.047104,1,1,1,2,192,28,301056,28,0,64,2,64,28,100352,28,0,0,9.51e+11,3.85352e+07,9.51e+11,3.85352e+07,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",514,1.36202e+06,1.36886e+06,ns,,7.07316e+09,,,,5,1,1184,1.38957,1,5,5,2,512,14,200704,14,0,48,2,48,14,18816,14,2,2,3.52304e+10,4.79846e+07,3.53658e+11,4.8169e+08,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9580,73065.9,79910.8,ns,,5.27403e+11,,,,1,1,1184,0.0768,1,1,1,2,512,14,200704,14,0,192,2,192,14,75264,14,0,0,1.05481e+12,7.70703e+07,1.05481e+12,7.70703e+07,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",6609,105937,112674,ns,,1.97035e+11,,,,2,1,300,0.109568,1,1,1,2,832,7,81536,7,0,256,2,256,7,25088,7,0,0,3.94069e+11,4.17464e+07,3.94069e+11,4.17464e+07,1,1,300,0.000286102
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",303,2.31358e+06,2.32083e+06,ns,,4.51103e+09,,,,4,1,300,2.3511,1,5,5,2,832,7,81536,7,0,128,2,128,7,12544,7,2,2,1.74034e+10,4.02641e+07,2.25551e+11,5.2183e+08,1,1,300,0.000286102
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",8701,80474.2,86942.8,ns,,1.59617e+11,,,,6,1,18824,0.086016,1,3,3,1,64,56,200704,56,0,64,1,64,56,200704,56,1,1,-12426.3,-1,2.87311e+12,2.31211e+08,1,1,18824,0.017952
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",26422,26401.1,32782,ns,,1.94614e+12,,,,1,1,4712,0.03072,1,1,1,1,64,56,200704,56,0,256,1,256,28,200704,28,0,0,9.73071e+11,2.56901e+07,9.73071e+11,2.56901e+07,2,2,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4966,140976,147554,ns,,9.11151e+10,,,,6,1,4712,0.144384,1,3,3,1,128,28,100352,28,0,128,1,128,28,100352,28,1,1,-7093.4,-1,1.64007e+12,2.31211e+08,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",21214,32964.2,39254.6,ns,,1.55867e+12,,,,1,1,1184,0.04096,1,1,1,1,128,28,100352,28,0,512,1,512,14,100352,14,0,0,7.79333e+11,2.56901e+07,7.79333e+11,2.56901e+07,2,2,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",15228,46079.8,52391.3,ns,,2.78757e+11,,,,1,1,1184,0.052224,1,1,1,1,256,14,50176,14,0,256,1,256,14,50176,14,0,0,5.57513e+11,2.56901e+07,5.57513e+11,2.56901e+07,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2665,262460,269256,ns,,4.8941e+10,,,,6,1,1184,0.283648,1,3,3,1,256,14,50176,14,0,256,1,256,14,50176,14,1,1,-3810.11,-1,8.80939e+11,2.31211e+08,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",14922,46895.1,53624.5,ns,,1.09564e+12,,,,1,1,300,0.050176,1,1,1,1,256,14,50176,14,0,1024,1,1024,7,50176,7,0,0,5.4782e+11,2.56901e+07,5.4782e+11,2.56901e+07,2,2,300,0.000286102
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9566,73050.1,79903.3,ns,,1.75839e+11,,,,1,1,300,0.077824,1,1,1,1,512,7,25088,7,0,512,1,512,7,25088,7,0,0,3.51678e+11,2.56901e+07,3.51678e+11,2.56901e+07,1,1,300,0.000286102
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",2978,235141,241898,ns,,2.18508e+11,,,,0,1,300,0.244736,1,1,1,1,2048,7,100352,7,0,512,1,512,7,25088,7,3,3,4.37016e+11,1.0276e+08,4.37016e+11,1.0276e+08,2,2,300,0.000286102
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",8579,81472.5,88223.7,ns,,3.15322e+11,,,,6,1,18824,0.089088,1,3,3,2,64,56,401408,56,0,64,2,64,56,401408,56,1,1,-12274.1,-1,5.6758e+12,4.62422e+08,1,1,18824,0.017952
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",22220,31589.6,38319,ns,,3.25298e+12,,,,1,1,4712,0.036864,1,1,1,2,64,56,401408,56,0,256,2,256,28,401408,28,0,0,1.62649e+12,5.13802e+07,1.62649e+12,5.13802e+07,2,2,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4936,141693,148446,ns,,1.81308e+11,,,,6,1,4712,0.151552,1,3,3,2,128,28,200704,28,0,128,2,128,28,200704,28,1,1,-7057.51,-1,3.26355e+12,4.62422e+08,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",20636,33978.1,40713.2,ns,,3.02431e+12,,,,1,1,1184,0.03584,1,1,1,2,128,28,200704,28,0,512,2,512,14,200704,14,0,0,1.51215e+12,5.13802e+07,1.51215e+12,5.13802e+07,2,2,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",14933,46909.8,53632.6,ns,,5.47649e+11,,,,1,1,1184,0.0512,1,1,1,2,256,14,100352,14,0,256,2,256,14,100352,14,0,0,1.0953e+12,5.13802e+07,1.0953e+12,5.13802e+07,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2666,262491,269291,ns,,9.78704e+10,,,,6,1,1184,0.285696,1,3,3,2,256,14,100352,14,0,256,2,256,14,100352,14,1,1,-3809.65,-1,1.76167e+12,4.62422e+08,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",14882,46967.4,53647,ns,,2.18791e+12,,,,1,1,300,0.050176,1,1,1,2,256,14,100352,14,0,1024,2,1024,7,100352,7,0,0,1.09396e+12,5.13802e+07,1.09396e+12,5.13802e+07,2,2,300,0.000286102
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9538,73295.7,80155.7,ns,,3.505e+11,,,,1,1,300,0.075776,1,1,1,2,512,7,50176,7,0,512,2,512,7,50176,7,0,0,7.00999e+11,5.13802e+07,7.00999e+11,5.13802e+07,1,1,300,0.000286102
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",2977,235026,241806,ns,,4.3723e+11,,,,2,1,300,0.243712,1,1,1,2,2048,7,200704,7,0,512,2,512,7,50176,7,3,3,8.74461e+11,2.05521e+08,8.74461e+11,2.05521e+08,2,2,300,0.000286102
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",19322,36122.3,42790.6,ns,,1.99677e+11,,,,1,1,167528,0.04096,1,5,5,1,1,161,112700,700,0,64,1,64,80,1.78688e+06,349,1,1,2.47337e+12,8.9344e+07,2.47337e+12,8.9344e+07,2,2,167528,0.159767
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3633,192916,199969,ns,,5.94498e+11,,,,6,1,168008,0.213984,1,3,3,1,64,80,1.792e+06,350,0,64,1,64,80,1.792e+06,350,1,1,-5183.61,-1,1.0701e+13,2.06438e+09,1,1,168008,0.160225
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",2087,335230,342320,ns,,6.84234e+11,,,,2,1,40724,0.368704,1,5,5,1,64,80,1.792e+06,350,0,128,1,128,39,868608,174,1,1,8.29145e+12,2.77955e+09,8.29145e+12,2.77955e+09,2,2,40724,0.0388374
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2794,250211,257319,ns,,4.58365e+11,,,,6,1,42008,0.258048,1,3,3,1,128,40,896000,175,0,128,1,128,40,896000,175,1,1,-3996.63,-1,8.25057e+12,2.06438e+09,1,1,42008,0.040062
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",1838,378216,385298,ns,,6.06469e+11,,,,2,1,9924,0.428032,1,5,5,1,128,40,896000,175,0,256,1,256,19,423168,87,1,1,7.16066e+12,2.70828e+09,7.16066e+12,2.70828e+09,2,2,9924,0.00946426
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:84/H:20/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2502,269561,276509,ns,,4.08444e+11,,,,6,1,10088,0.309248,1,3,3,1,256,20,430080,84,0,256,1,256,20,430080,84,1,1,-3709.74,-1,7.35199e+12,1.98181e+09,1,1,10088,0.00962067
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:84/H:20/C:256/N:1/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",947,729801,738162,ns,,3.01727e+11,,,,1,1,2220,0.760832,1,5,5,1,256,20,430080,84,0,512,1,512,9,188928,41,1,1,3.31361e+12,2.41828e+09,3.31361e+12,2.41828e+09,2,2,2220,0.00211716
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:42/H:10/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1304,532341,539569,ns,,2.06823e+11,,,,6,1,2528,0.550912,1,3,3,1,512,10,215040,42,0,512,1,512,10,215040,42,1,1,-1878.49,-1,3.72281e+12,1.98181e+09,1,1,2528,0.00241089
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:700/H:161/C:1/N:2/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",12735,53926.5,60969.6,ns,,2.67505e+11,,,,1,1,167528,0.07376,1,5,5,2,1,161,225400,700,0,64,2,64,80,3.57376e+06,349,1,1,3.31355e+12,1.78688e+08,3.31355e+12,1.78688e+08,2,2,167528,0.159767
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:350/H:80/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1952,358750,365870,ns,,6.39375e+11,,,,6,1,168008,0.391168,1,3,3,2,64,80,3.584e+06,350,0,64,2,64,80,3.584e+06,350,1,1,-2787.45,-1,1.15088e+13,4.12877e+09,1,1,168008,0.160225
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",1439,486607,493696,ns,,9.42756e+11,,,,0,1,40724,0.489504,1,5,5,2,64,80,3.584e+06,350,0,128,2,128,39,1.73722e+06,174,1,1,1.14242e+13,5.55909e+09,1.14242e+13,5.55909e+09,2,2,40724,0.0388374
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:175/H:40/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1948,359226,366351,ns,,6.38529e+11,,,,6,1,42008,0.366592,1,3,3,2,128,40,1.792e+06,175,0,128,2,128,40,1.792e+06,175,1,1,-2783.77,-1,1.14935e+13,4.12877e+09,1,1,42008,0.040062
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",1087,642492,649591,ns,,7.1402e+11,,,,0,1,9924,0.664576,1,5,5,2,128,40,1.792e+06,175,0,256,2,256,19,846336,87,1,1,8.43054e+12,5.41655e+09,8.43054e+12,5.41655e+09,2,2,9924,0.00946426
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1484,471460,478543,ns,,4.67062e+11,,,,6,1,10088,0.479232,1,3,3,2,256,20,860160,84,0,256,2,256,20,860160,84,1,1,-2121.07,-1,8.40712e+12,3.96362e+09,1,1,10088,0.00962067
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",575,1.21622e+06,1.22536e+06,ns,,3.62107e+11,,,,0,1,2220,1.24928,1,5,5,2,256,20,860160,84,0,512,2,512,9,377856,41,1,1,3.97671e+12,4.83656e+09,3.97671e+12,4.83656e+09,2,2,2220,0.00211716
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",792,882561,889707,ns,,2.49502e+11,,,,6,1,2528,0.909312,1,3,3,2,512,10,430080,42,0,512,2,512,10,430080,42,1,1,-1133.07,-1,4.49104e+12,3.96362e+09,1,1,2528,0.00241089
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",17855,38599.9,45039,ns,,1.3311e+12,,,,1,1,75272,0.041984,1,1,1,1,64,112,802816,112,0,64,1,64,112,802816,112,0,0,2.6622e+12,1.0276e+08,2.6622e+12,1.0276e+08,1,1,75272,0.071785
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",21430,32640.9,38998.3,ns,,1.57411e+12,,,,1,1,18824,0.04096,1,1,1,1,64,56,200704,56,0,256,1,256,56,802816,56,0,0,3.14821e+12,1.0276e+08,3.14821e+12,1.0276e+08,1,1,18824,0.017952
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",14858,47069.1,53827.7,ns,,1.09159e+12,,,,1,1,18824,0.055296,1,1,1,1,256,56,802816,56,0,64,1,64,56,200704,56,0,0,2.18318e+12,1.0276e+08,2.18318e+12,1.0276e+08,1,1,18824,0.017952
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",14868,47048.4,53777.6,ns,,2.18414e+12,,,,1,1,4712,0.053248,1,1,1,1,256,56,802816,56,0,128,1,128,28,100352,28,0,0,1.09207e+12,5.13802e+07,1.09207e+12,5.13802e+07,2,2,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",20611,33961.2,40698.8,ns,,1.51291e+12,,,,1,1,4712,0.037888,1,1,1,1,128,28,100352,28,0,512,1,512,28,401408,28,0,0,3.02582e+12,1.0276e+08,3.02582e+12,1.0276e+08,1,1,4712,0.00449371
