Run on (40 X 3600 MHz CPU s)
2018-07-24 19:16:43
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"input_batch_size","input_channels","input_height","input_size","input_width","output_batch_size","output_channels","output_height","output_size","output_width","predicted_flops","predicted_flops_count","softmax_algorithm","softmax_mode"
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:256/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",886,790382,7748.25,ns,,1.01573e+09,,,,2,512,28,802816,28,2,512,28,802816,28,1.01573e+09,802816,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",5688,123000,7471.3,ns,,1.63175e+09,,,,2,512,14,200704,14,2,512,14,200704,14,1.63175e+09,200704,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",19452,35974.1,7395.51,ns,,1.39478e+09,,,,2,512,7,50176,7,2,512,7,50176,7,1.39478e+09,50176,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:224/H:224/C:3/N:1/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",465,1.50567e+06,7843.53,ns,,5.33195e+08,,,,1,64,112,802816,112,1,64,112,802816,112,5.33195e+08,802816,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:192/N:1/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",20314,34465.6,7356.5,ns,,7.27914e+08,,,,1,32,28,25088,28,1,32,28,25088,28,7.27914e+08,25088,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:192/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",11239,62237.4,7386.3,ns,,8.06204e+08,,,,1,64,28,50176,28,1,64,28,50176,28,8.06204e+08,50176,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:512/N:1/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",40818,17165.8,7420.77,ns,,5.48066e+08,,,,1,48,14,9408,14,1,48,14,9408,14,5.48066e+08,9408,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:512/N:1/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",14409,48585.6,7426.44,ns,,7.7455e+08,,,,1,192,14,37632,14,1,192,14,37632,14,7.7455e+08,37632,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:832/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",33674,20720.6,7370.05,ns,,6.05387e+08,,,,1,256,7,12544,7,1,256,7,12544,7,6.05387e+08,12544,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",51182,13668.5,7374.74,ns,,4.58865e+08,,,,1,128,7,6272,7,1,128,7,6272,7,4.58865e+08,6272,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",431,1.62359e+06,7896.58,ns,,9.88939e+08,,,,2,64,112,1.60563e+06,112,2,64,112,1.60563e+06,112,9.88939e+08,1.60563e+06,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",19449,35967.4,7397.51,ns,,1.39504e+09,,,,2,32,28,50176,28,2,32,28,50176,28,1.39504e+09,50176,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",10799,64798.2,7420.5,ns,,1.54869e+09,,,,2,64,28,100352,28,2,64,28,100352,28,1.54869e+09,100352,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",39625,17636.4,7358.84,ns,,1.06689e+09,,,,2,48,14,18816,14,2,48,14,18816,14,1.06689e+09,18816,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",13719,51020.1,7450.82,ns,,1.47518e+09,,,,2,192,14,75264,14,2,192,14,75264,14,1.47518e+09,75264,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",32468,21553.4,7390.65,ns,,1.16399e+09,,,,2,256,7,25088,7,2,256,7,25088,7,1.16399e+09,25088,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",49309,14171.3,7376.03,ns,,8.85171e+08,,,,2,128,7,12544,7,2,128,7,12544,7,8.85171e+08,12544,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3055,229185,7506.99,ns,,8.75729e+08,,,,1,64,56,200704,56,1,64,56,200704,56,8.75729e+08,200704,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",3054,229192,7504.21,ns,,8.75702e+08,,,,1,256,28,200704,28,1,256,28,200704,28,8.75702e+08,200704,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",5936,117922,7429.16,ns,,8.51003e+08,,,,1,128,28,100352,28,1,128,28,100352,28,8.51003e+08,100352,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",5935,117920,7407.65,ns,,8.51016e+08,,,,1,512,14,100352,14,1,512,14,100352,14,8.51016e+08,100352,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",11237,62247.2,7404.64,ns,,8.06076e+08,,,,1,256,14,50176,14,1,256,14,50176,14,8.06076e+08,50176,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",11234,62279.8,7441.05,ns,,8.05654e+08,,,,1,256,14,50176,14,1,256,14,50176,14,8.05654e+08,50176,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",11238,62270.9,7434.41,ns,,8.0577e+08,,,,1,1024,7,50176,7,1,1024,7,50176,7,8.0577e+08,50176,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",20290,34485.2,7416.77,ns,,7.27501e+08,,,,1,512,7,25088,7,1,512,7,25088,7,7.27501e+08,25088,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",20303,34457.1,7382.22,ns,,7.28095e+08,,,,1,512,7,25088,7,1,512,7,25088,7,7.28095e+08,25088,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2919,239712,7452.1,ns,,1.67454e+09,,,,2,64,56,401408,56,2,64,56,401408,56,1.67454e+09,401408,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2920,239796,7504.59,ns,,1.67396e+09,,,,2,256,28,401408,28,2,256,28,401408,28,1.67396e+09,401408,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",5690,123009,7444.65,ns,,1.63162e+09,,,,2,128,28,200704,28,2,128,28,200704,28,1.63162e+09,200704,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",5689,123026,7427.88,ns,,1.6314e+09,,,,2,512,14,200704,14,2,512,14,200704,14,1.6314e+09,200704,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",10798,64788.5,7400.32,ns,,1.54892e+09,,,,2,256,14,100352,14,2,256,14,100352,14,1.54892e+09,100352,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",10800,64865.7,7501.43,ns,,1.54707e+09,,,,2,256,14,100352,14,2,256,14,100352,14,1.54707e+09,100352,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",10799,65351,8327.42,ns,,1.53558e+09,,,,2,1024,7,100352,7,2,1024,7,100352,7,1.53558e+09,100352,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",19391,36003.9,7429.21,ns,,1.39363e+09,,,,2,512,7,50176,7,2,512,7,50176,7,1.39363e+09,50176,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",19454,35973.1,7391.52,ns,,1.39482e+09,,,,2,512,7,50176,7,2,512,7,50176,7,1.39482e+09,50176,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",201,3.4803e+06,7983.53,ns,,5.13427e+08,,,,1,64,80,1.78688e+06,349,1,64,80,1.78688e+06,349,5.13427e+08,1.78688e+06,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",201,3.49097e+06,7978.28,ns,,5.13325e+08,,,,1,64,80,1.792e+06,350,1,64,80,1.792e+06,350,5.13325e+08,1.792e+06,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",427,1.6395e+06,7917.98,ns,,5.29801e+08,,,,1,128,39,868608,174,1,128,39,868608,174,5.29801e+08,868608,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",412,1.702e+06,7862.45,ns,,5.2644e+08,,,,1,128,40,896000,175,1,128,40,896000,175,5.2644e+08,896000,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",1471,476016,7636.36,ns,,8.88978e+08,,,,1,256,19,423168,87,1,256,19,423168,87,8.88978e+08,423168,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:84/H:20/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1448,483581,7679.73,ns,,8.89364e+08,,,,1,256,20,430080,84,1,256,20,430080,84,8.89364e+08,430080,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:84/H:20/C:256/N:1/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",3235,216342,7539.13,ns,,8.73283e+08,,,,1,512,9,188928,41,1,512,9,188928,41,8.73283e+08,188928,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:42/H:10/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2852,245390,7513.16,ns,,8.76319e+08,,,,1,512,10,215040,42,1,512,10,215040,42,8.76319e+08,215040,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:700/H:161/C:1/N:2/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",192,3.65107e+06,7955.72,ns,,9.78825e+08,,,,2,64,80,3.57376e+06,349,2,64,80,3.57376e+06,349,9.78825e+08,3.57376e+06,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:350/H:80/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",191,3.66159e+06,7956.07,ns,,9.7881e+08,,,,2,64,80,3.584e+06,350,2,64,80,3.584e+06,350,9.7881e+08,3.584e+06,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",399,1.75676e+06,7955.73,ns,,9.88875e+08,,,,2,128,39,1.73722e+06,174,2,128,39,1.73722e+06,174,9.88875e+08,1.73722e+06,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:175/H:40/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",386,1.81184e+06,7864.4,ns,,9.89049e+08,,,,2,128,40,1.792e+06,175,2,128,40,1.792e+06,175,9.89049e+08,1.792e+06,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",838,836752,7800.9,ns,,1.01145e+09,,,,2,256,19,846336,87,2,256,19,846336,87,1.01145e+09,846336,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",825,848831,7855.61,ns,,1.01335e+09,,,,2,256,20,860160,84,2,256,20,860160,84,1.01335e+09,860160,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",3087,226733,7532.99,ns,,1.66653e+09,,,,2,512,9,377856,41,2,512,9,377856,41,1.66653e+09,377856,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2731,256324,7579.92,ns,,1.67787e+09,,,,2,512,10,430080,42,2,512,10,430080,42,1.67787e+09,430080,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",465,1.50553e+06,7906.83,ns,,5.33246e+08,,,,1,64,112,802816,112,1,64,112,802816,112,5.33246e+08,802816,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",465,1.50568e+06,7893.57,ns,,5.33192e+08,,,,1,256,56,802816,56,1,256,56,802816,56,5.33192e+08,802816,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",3054,229206,7546.96,ns,,8.75649e+08,,,,1,64,56,200704,56,1,64,56,200704,56,8.75649e+08,200704,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",5935,117937,7416.64,ns,,8.50898e+08,,,,1,128,28,100352,28,1,128,28,100352,28,8.50898e+08,100352,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1550,451711,7611.92,ns,,8.88639e+08,,,,1,512,28,401408,28,1,512,28,401408,28,8.88639e+08,401408,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",5935,117895,7379.12,ns,,8.51196e+08,,,,1,128,28,100352,28,1,128,28,100352,28,8.51196e+08,100352,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",11245,62238.3,7371.29,ns,,8.06191e+08,,,,1,256,14,50176,14,1,256,14,50176,14,8.06191e+08,50176,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",3054,229164,7514.93,ns,,8.75809e+08,,,,1,1024,14,200704,14,1,1024,14,200704,14,8.75809e+08,200704,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:28/H:28/C:512/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",3054,229183,7503,ns,,8.75738e+08,,,,1,1024,14,200704,14,1,1024,14,200704,14,8.75738e+08,200704,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:1024/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",11237,62253.8,7437.75,ns,,8.05991e+08,,,,1,256,14,50176,14,1,256,14,50176,14,8.05991e+08,50176,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",3054,229183,7550.06,ns,,8.75735e+08,,,,1,1024,14,200704,14,1,1024,14,200704,14,8.75735e+08,200704,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:1024/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",20303,34474.4,7377.18,ns,,7.27729e+08,,,,1,512,7,25088,7,1,512,7,25088,7,7.27729e+08,25088,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",20309,34451.8,7352.88,ns,,7.28206e+08,,,,1,512,7,25088,7,1,512,7,25088,7,7.28206e+08,25088,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:7/H:7/C:512/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",5934,117918,7448.65,ns,,8.51032e+08,,,,1,2048,7,100352,7,1,2048,7,100352,7,8.51032e+08,100352,2,0
"LAYER_CUDNN_SOFTMAX_BWD_FLOAT<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_INSTANCE>/W:14/H:14/C:1024/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",5934,117931,7436.56,ns,,8.50941e+08,,,,1,2048,7,100352,7,1,2048,7,100352,7,8.50941e+08,100352,2,0
