Run on (40 X 3600 MHz CPU s)
2018-07-24 19:16:43
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"input_batch_size","input_channels","input_height","input_size","input_width","output_batch_size","output_channels","output_height","output_size","output_width","predicted_flops","predicted_flops_count","softmax_algorithm","softmax_mode"
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4296,162921,7383.56,ns,,1.53989e+08,,,,1,512,7,25088,7,1,512,7,25088,7,1.53989e+08,25088,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:224/H:224/C:3/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7763,90174.3,7352.2,ns,,7.12235e+10,,,,2,64,224,6.42253e+06,224,2,64,224,6.42253e+06,224,7.12235e+10,6.42253e+06,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:112/H:112/C:64/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",6733,104033,7377.93,ns,,3.08676e+10,,,,2,128,112,3.21126e+06,112,2,128,112,3.21126e+06,112,3.08676e+10,3.21126e+06,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:128/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4325,161836,7436.21,ns,,9.92136e+09,,,,2,256,56,1.60563e+06,56,2,256,56,1.60563e+06,56,9.92136e+09,1.60563e+06,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:256/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3767,185780,7451.29,ns,,4.32132e+09,,,,2,512,28,802816,28,2,512,28,802816,28,4.32132e+09,802816,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3784,184962,7415.93,ns,,1.08511e+09,,,,2,512,14,200704,14,2,512,14,200704,14,1.08511e+09,200704,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4168,167932,7406.8,ns,,2.98787e+08,,,,2,512,7,50176,7,2,512,7,50176,7,2.98787e+08,50176,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:224/H:224/C:3/N:1/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",25572,27366.8,7334.93,ns,,2.93354e+10,,,,1,64,112,802816,112,1,64,112,802816,112,2.93354e+10,802816,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:192/N:1/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",42495,16485.1,7352.93,ns,,1.52186e+09,,,,1,32,28,25088,28,1,32,28,25088,28,1.52186e+09,25088,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:192/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",25994,26941.5,7356.49,ns,,1.86241e+09,,,,1,64,28,50176,28,1,64,28,50176,28,1.86241e+09,50176,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:512/N:1/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",33870,20669.5,7329.93,ns,,4.55162e+08,,,,1,48,14,9408,14,1,48,14,9408,14,4.55162e+08,9408,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:512/N:1/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",10333,67699.8,7309.05,ns,,5.55865e+08,,,,1,192,14,37632,14,1,192,14,37632,14,5.55865e+08,37632,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:832/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",8493,82391.9,7360,ns,,1.52248e+08,,,,1,256,7,12544,7,1,256,7,12544,7,1.52248e+08,12544,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",15955,43881.8,7335.56,ns,,1.42929e+08,,,,1,128,7,6272,7,1,128,7,6272,7,1.42929e+08,6272,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",13529,51731.3,7362.82,ns,,3.10379e+10,,,,2,64,112,1.60563e+06,112,2,64,112,1.60563e+06,112,3.10379e+10,1.60563e+06,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",43082,16207.5,7271.5,ns,,3.09585e+09,,,,2,32,28,50176,28,2,32,28,50176,28,3.09585e+09,50176,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",26086,26845.9,7350.3,ns,,3.73808e+09,,,,2,64,28,100352,28,2,64,28,100352,28,3.73808e+09,100352,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",32427,21596.7,7390.43,ns,,8.71244e+08,,,,2,48,14,18816,14,2,48,14,18816,14,8.71244e+08,18816,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9887,70752.2,7346.02,ns,,1.06377e+09,,,,2,192,14,75264,14,2,192,14,75264,14,1.06377e+09,75264,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",8172,85587,7409.39,ns,,2.93129e+08,,,,2,256,7,25088,7,2,256,7,25088,7,2.93129e+08,25088,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",15208,46024.1,7340.96,ns,,2.72553e+08,,,,2,128,7,12544,7,2,128,7,12544,7,2.72553e+08,12544,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",25744,27195.5,7314.2,ns,,7.38004e+09,,,,1,64,56,200704,56,1,64,56,200704,56,7.38004e+09,200704,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",7300,95886.6,7374.96,ns,,2.09314e+09,,,,1,256,28,200704,28,1,256,28,200704,28,2.09314e+09,200704,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",13926,50257.5,7399.24,ns,,1.99675e+09,,,,1,128,28,100352,28,1,128,28,100352,28,1.99675e+09,100352,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",3971,176291,7394.67,ns,,5.69241e+08,,,,1,512,14,100352,14,1,512,14,100352,14,5.69241e+08,100352,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",7802,89720,7400.37,ns,,5.59251e+08,,,,1,256,14,50176,14,1,256,14,50176,14,5.59251e+08,50176,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7801,89709.2,7381.55,ns,,5.59318e+08,,,,1,256,14,50176,14,1,256,14,50176,14,5.59318e+08,50176,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2082,336133,7451.85,ns,,1.49274e+08,,,,1,1024,7,50176,7,1,1024,7,50176,7,1.49274e+08,50176,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",4295,162923,7409.98,ns,,1.53987e+08,,,,1,512,7,25088,7,1,512,7,25088,7,1.53987e+08,25088,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",4295,162945,7432.82,ns,,1.53967e+08,,,,1,512,7,25088,7,1,512,7,25088,7,1.53967e+08,25088,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",25846,27059.6,7335.63,ns,,1.48342e+10,,,,2,64,56,401408,56,2,64,56,401408,56,1.48342e+10,401408,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",7288,95997.7,7387.66,ns,,4.18143e+09,,,,2,256,28,401408,28,2,256,28,401408,28,4.18143e+09,401408,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",13930,50221.1,7358.13,ns,,3.99641e+09,,,,2,128,28,200704,28,2,128,28,200704,28,3.99641e+09,200704,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",3783,184980,7423.03,ns,,1.08501e+09,,,,2,512,14,200704,14,2,512,14,200704,14,1.08501e+09,200704,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",7410,94435.1,7382.98,ns,,1.06266e+09,,,,2,256,14,100352,14,2,256,14,100352,14,1.06266e+09,100352,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7411,94416.4,7364.5,ns,,1.06287e+09,,,,2,256,14,100352,14,2,256,14,100352,14,1.06287e+09,100352,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",1980,353563,7498.63,ns,,2.83831e+08,,,,2,1024,7,100352,7,2,1024,7,100352,7,2.83831e+08,100352,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",4168,167998,7432.61,ns,,2.9867e+08,,,,2,512,7,50176,7,2,512,7,50176,7,2.9867e+08,50176,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",4166,167968,7405.1,ns,,2.98724e+08,,,,2,512,7,50176,7,2,512,7,50176,7,2.98724e+08,50176,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",13551,51658.9,7370.03,ns,,3.459e+10,,,,1,64,80,1.78688e+06,349,1,64,80,1.78688e+06,349,3.459e+10,1.78688e+06,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",13365,52383.6,7338.3,ns,,3.42092e+10,,,,1,64,80,1.792e+06,350,1,64,80,1.792e+06,350,3.42092e+10,1.792e+06,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",13996,50029.6,7356.85,ns,,1.73619e+10,,,,1,128,39,868608,174,1,128,39,868608,174,1.73619e+10,868608,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",13912,50296.8,7364.6,ns,,1.78143e+10,,,,1,128,40,896000,175,1,128,40,896000,175,1.78143e+10,896000,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",7268,96301.2,7383.81,ns,,4.39421e+09,,,,1,256,19,423168,87,1,256,19,423168,87,4.39421e+09,423168,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:84/H:20/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7296,95912.6,7406.04,ns,,4.48408e+09,,,,1,256,20,430080,84,1,256,20,430080,84,4.48408e+09,430080,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:84/H:20/C:256/N:1/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",3810,183692,7426.77,ns,,1.0285e+09,,,,1,512,9,188928,41,1,512,9,188928,41,1.0285e+09,188928,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:42/H:10/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3775,185402,7415.93,ns,,1.15986e+09,,,,1,512,10,215040,42,1,512,10,215040,42,1.15986e+09,215040,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:700/H:161/C:1/N:2/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",10257,68187.9,7381.74,ns,,5.24105e+10,,,,2,64,80,3.57376e+06,349,2,64,80,3.57376e+06,349,5.24105e+10,3.57376e+06,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:350/H:80/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",10070,69484.7,7346.13,ns,,5.15797e+10,,,,2,64,80,3.584e+06,350,2,64,80,3.584e+06,350,5.15797e+10,3.584e+06,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",7976,87760.5,7355.4,ns,,1.9795e+10,,,,2,128,39,1.73722e+06,174,2,128,39,1.73722e+06,174,1.9795e+10,1.73722e+06,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:175/H:40/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7975,87783.2,7413.39,ns,,2.04139e+10,,,,2,128,40,1.792e+06,175,2,128,40,1.792e+06,175,2.04139e+10,1.792e+06,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",7271,96239.7,7363.83,ns,,8.79404e+09,,,,2,256,19,846336,87,2,256,19,846336,87,8.79404e+09,846336,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7311,95730.7,7358.66,ns,,8.98521e+09,,,,2,256,20,860160,84,2,256,20,860160,84,8.98521e+09,860160,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",3811,183668,7456.04,ns,,2.05727e+09,,,,2,512,9,377856,41,2,512,9,377856,41,2.05727e+09,377856,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3771,185592,7411.74,ns,,2.31734e+09,,,,2,512,10,430080,42,2,512,10,430080,42,2.31734e+09,430080,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",25588,27384.1,7346.73,ns,,2.93169e+10,,,,1,64,112,802816,112,1,64,112,802816,112,2.93169e+10,802816,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",7331,95450.5,7377.23,ns,,8.41081e+09,,,,1,256,56,802816,56,1,256,56,802816,56,8.41081e+09,802816,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",25724,27222.8,7352.57,ns,,7.37265e+09,,,,1,64,56,200704,56,1,64,56,200704,56,7.37265e+09,200704,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",13924,50258.4,7366.36,ns,,1.99672e+09,,,,1,128,28,100352,28,1,128,28,100352,28,1.99672e+09,100352,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",3772,185550,7416.68,ns,,2.16334e+09,,,,1,512,28,401408,28,1,512,28,401408,28,2.16334e+09,401408,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",13920,50240.4,7350.86,ns,,1.99744e+09,,,,1,128,28,100352,28,1,128,28,100352,28,1.99744e+09,100352,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",7800,89700.4,7380.93,ns,,5.59373e+08,,,,1,256,14,50176,14,1,256,14,50176,14,5.59373e+08,50176,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2018,346774,7500.53,ns,,5.78775e+08,,,,1,1024,14,200704,14,1,1024,14,200704,14,5.78775e+08,200704,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:512/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2018,347899,9327.11,ns,,5.76902e+08,,,,1,1024,14,200704,14,1,1024,14,200704,14,5.76902e+08,200704,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:1024/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",7800,89724.3,7357.67,ns,,5.59224e+08,,,,1,256,14,50176,14,1,256,14,50176,14,5.59224e+08,50176,2,1
"LAYER_CUDNN_SOFTMAX_BWD_HALF<CUDNN_SOFTMAX_LOG, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2018,346770,7524.65,ns,,5.78782e+08,,,,1,1024,14,200704,14,1,1024,14,200704,14,5.78782e+08,200704,2,1
