Run on (160 X 4023 MHz CPU s)
2018-08-08 21:56:23
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"input_batch_size","input_channels","input_height","input_size","input_width","output_batch_size","output_channels","output_height","output_size","output_width","predicted_flops","predicted_flops_count","softmax_algorithm","softmax_mode"
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",4439,157602,11856.1,ns,,1.27349e+09,,,,1,256,28,200704,28,1,256,28,200704,28,1.27349e+09,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",8374,83602.1,11902.8,ns,,1.20035e+09,,,,1,128,28,100352,28,1,128,28,100352,28,1.20035e+09,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2279,307304,11912.9,ns,,3.26556e+08,,,,1,512,14,100352,14,1,512,14,100352,14,3.26556e+08,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",4422,158364,11923.5,ns,,3.1684e+08,,,,1,256,14,50176,14,1,256,14,50176,14,3.1684e+08,50176,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4419,158365,11918.1,ns,,3.16837e+08,,,,1,256,14,50176,14,1,256,14,50176,14,3.16837e+08,50176,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",1179,594045,11940.9,ns,,8.4465e+07,,,,1,1024,7,50176,7,1,1024,7,50176,7,8.4465e+07,50176,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2322,301460,11909.1,ns,,8.32216e+07,,,,1,512,7,25088,7,1,512,7,25088,7,8.32216e+07,25088,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",2322,301439,11907.6,ns,,8.32276e+07,,,,1,512,7,25088,7,1,512,7,25088,7,8.32276e+07,25088,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",15077,46438,11845.1,ns,,8.64396e+09,,,,2,64,56,401408,56,2,64,56,401408,56,8.64396e+09,401408,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",4446,157449,11851.9,ns,,2.54945e+09,,,,2,256,28,401408,28,2,256,28,401408,28,2.54945e+09,401408,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",8380,83533.8,11832.5,ns,,2.40267e+09,,,,2,128,28,200704,28,2,128,28,200704,28,2.40267e+09,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2280,307174,11847,ns,,6.53388e+08,,,,2,512,14,200704,14,2,512,14,200704,14,6.53388e+08,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",4424,158191,11920.7,ns,,6.34373e+08,,,,2,256,14,100352,14,2,256,14,100352,14,6.34373e+08,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4424,158261,11929.5,ns,,6.34092e+08,,,,2,256,14,100352,14,2,256,14,100352,14,6.34092e+08,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",1179,593450,11927,ns,,1.69099e+08,,,,2,1024,7,100352,7,2,1024,7,100352,7,1.69099e+08,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2322,301621,11916.5,ns,,1.66355e+08,,,,2,512,7,50176,7,2,512,7,50176,7,1.66355e+08,50176,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",2321,301476,11913.9,ns,,1.66435e+08,,,,2,512,7,50176,7,2,512,7,50176,7,1.66435e+08,50176,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",7485,93487.6,11903.3,ns,,1.91136e+10,,,,1,64,80,1.78688e+06,349,1,64,80,1.78688e+06,349,1.91136e+10,1.78688e+06,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7793,89802,11917.3,ns,,1.9955e+10,,,,1,64,80,1.792e+06,350,1,64,80,1.792e+06,350,1.9955e+10,1.792e+06,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",8258,84767.6,11910.4,ns,,1.02469e+10,,,,1,128,39,868608,174,1,128,39,868608,174,1.02469e+10,868608,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",8298,84343.4,11912.8,ns,,1.06232e+10,,,,1,128,40,896000,175,1,128,40,896000,175,1.06232e+10,896000,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",4379,159859,11851.6,ns,,2.64713e+09,,,,1,256,19,423168,87,1,256,19,423168,87,2.64713e+09,423168,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:84/H:20/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4445,157506,11849.2,ns,,2.73056e+09,,,,1,256,20,430080,84,1,256,20,430080,84,2.73056e+09,430080,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:84/H:20/C:256/N:1/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",2262,309438,11863.7,ns,,6.10553e+08,,,,1,512,9,188928,41,1,512,9,188928,41,6.10553e+08,188928,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:42/H:10/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2270,308332,11866.4,ns,,6.9743e+08,,,,1,512,10,215040,42,1,512,10,215040,42,6.9743e+08,215040,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:700/H:161/C:1/N:2/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",5136,136221,11931.1,ns,,2.6235e+10,,,,2,64,80,3.57376e+06,349,2,64,80,3.57376e+06,349,2.6235e+10,3.57376e+06,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:350/H:80/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",5539,126357,11935.4,ns,,2.83641e+10,,,,2,64,80,3.584e+06,350,2,64,80,3.584e+06,350,2.83641e+10,3.584e+06,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",4686,149351,11921.6,ns,,1.16317e+10,,,,2,128,39,1.73722e+06,174,2,128,39,1.73722e+06,174,1.16317e+10,1.73722e+06,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:175/H:40/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4627,151316,11924.4,ns,,1.18428e+10,,,,2,128,40,1.792e+06,175,2,128,40,1.792e+06,175,1.18428e+10,1.792e+06,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",4379,159828,11922.4,ns,,5.2953e+09,,,,2,256,19,846336,87,2,256,19,846336,87,5.2953e+09,846336,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4444,157499,11917.2,ns,,5.46135e+09,,,,2,256,20,860160,84,2,256,20,860160,84,5.46135e+09,860160,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",2261,309549,11853.5,ns,,1.22067e+09,,,,2,512,9,377856,41,2,512,9,377856,41,1.22067e+09,377856,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2269,308527,11871.2,ns,,1.39398e+09,,,,2,512,10,430080,42,2,512,10,430080,42,1.39398e+09,430080,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",15015,46622.5,11916.8,ns,,1.72195e+10,,,,1,64,112,802816,112,1,64,112,802816,112,1.72195e+10,802816,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",4449,157304,11911.1,ns,,5.10358e+09,,,,1,256,56,802816,56,1,256,56,802816,56,5.10358e+09,802816,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",15085,46395.5,11832.8,ns,,4.32593e+09,,,,1,64,56,200704,56,1,64,56,200704,56,4.32593e+09,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",8374,83583.9,11921.3,ns,,1.20061e+09,,,,1,128,28,100352,28,1,128,28,100352,28,1.20061e+09,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2292,305499,11868.3,ns,,1.31394e+09,,,,1,512,28,401408,28,1,512,28,401408,28,1.31394e+09,401408,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",8376,83597.5,11913.8,ns,,1.20042e+09,,,,1,128,28,100352,28,1,128,28,100352,28,1.20042e+09,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",4422,158305,11899.4,ns,,3.16958e+08,,,,1,256,14,50176,14,1,256,14,50176,14,3.16958e+08,50176,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1155,606095,11899.7,ns,,3.31143e+08,,,,1,1024,14,200704,14,1,1024,14,200704,14,3.31143e+08,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:512/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",1154,606419,11870.5,ns,,3.30966e+08,,,,1,1024,14,200704,14,1,1024,14,200704,14,3.30966e+08,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:1024/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",4422,158295,11903.6,ns,,3.16977e+08,,,,1,256,14,50176,14,1,256,14,50176,14,3.16977e+08,50176,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1154,606521,11878.9,ns,,3.3091e+08,,,,1,1024,14,200704,14,1,1024,14,200704,14,3.3091e+08,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:1024/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2322,301361,11913.8,ns,,8.32489e+07,,,,1,512,7,25088,7,1,512,7,25088,7,8.32489e+07,25088,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2323,301339,11910.2,ns,,8.32552e+07,,,,1,512,7,25088,7,1,512,7,25088,7,8.32552e+07,25088,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:512/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",595,1.17736e+06,12031.3,ns,,8.52346e+07,,,,1,2048,7,100352,7,1,2048,7,100352,7,8.52346e+07,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:1024/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",594,1.17767e+06,12014.2,ns,,8.52125e+07,,,,1,2048,7,100352,7,1,2048,7,100352,7,8.52125e+07,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2323,301377,11943.3,ns,,8.32446e+07,,,,1,512,7,25088,7,1,512,7,25088,7,8.32446e+07,25088,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:112/H:112/C:64/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",7993,87592.6,11930.2,ns,,1.83307e+10,,,,2,64,112,1.60563e+06,112,2,64,112,1.60563e+06,112,1.83307e+10,1.60563e+06,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2713,258065,11961.7,ns,,6.22182e+09,,,,2,256,56,1.60563e+06,56,2,256,56,1.60563e+06,56,6.22182e+09,1.60563e+06,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:256/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",15074,46436.7,11843.1,ns,,8.6442e+09,,,,2,64,56,401408,56,2,64,56,401408,56,8.6442e+09,401408,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:56/H:56/C:256/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",8377,83567.9,11833,ns,,2.40169e+09,,,,2,128,28,200704,28,2,128,28,200704,28,2.40169e+09,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2291,305507,11915.2,ns,,2.62781e+09,,,,2,512,28,802816,28,2,512,28,802816,28,2.62781e+09,802816,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:512/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",8368,83640.9,11827.2,ns,,2.39959e+09,,,,2,128,28,200704,28,2,128,28,200704,28,2.39959e+09,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:512/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",4418,158416,11948.9,ns,,6.33472e+08,,,,2,256,14,100352,14,2,256,14,100352,14,6.33472e+08,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1155,606232,11882.3,ns,,6.62136e+08,,,,2,1024,14,401408,14,2,1024,14,401408,14,6.62136e+08,401408,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:28/H:28/C:512/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",1154,606318,11880.7,ns,,6.62042e+08,,,,2,1024,14,401408,14,2,1024,14,401408,14,6.62042e+08,401408,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:1024/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",4422,158244,11916.1,ns,,6.3416e+08,,,,2,256,14,100352,14,2,256,14,100352,14,6.3416e+08,100352,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1156,605994,11891.5,ns,,6.62395e+08,,,,2,1024,14,401408,14,2,1024,14,401408,14,6.62395e+08,401408,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:1024/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2321,301579,11938.6,ns,,1.66378e+08,,,,2,512,7,50176,7,2,512,7,50176,7,1.66378e+08,50176,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2322,301510,11913.4,ns,,1.66416e+08,,,,2,512,7,50176,7,2,512,7,50176,7,1.66416e+08,50176,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:512/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",594,1.1776e+06,11928.4,ns,,1.70435e+08,,,,2,2048,7,200704,7,2,2048,7,200704,7,1.70435e+08,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:14/H:14/C:1024/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",595,1.1775e+06,11944,ns,,1.70449e+08,,,,2,2048,7,200704,7,2,2048,7,200704,7,1.70449e+08,200704,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_FAST, CUDNN_SOFTMAX_MODE_CHANNEL>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2320,301519,11934.8,ns,,1.66411e+08,,,,2,512,7,50176,7,2,512,7,50176,7,1.66411e+08,50176,0,1
"LAYER_CUDNN_SOFTMAX_FWD_HALF<CUDNN_SOFTMAX_ACCURATE, CUDNN_SOFTMAX_MODE_CHANNEL>/W:700/H:161/C:1/N:1/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",21846,32058.1,11855.2,ns,,2.68902e+10,,,,1,32,79,862048,341,1,32,79,862048,341,2.68902e+10,862048,1,1
