Run on (160 X 4023 MHz CPU s)
2018-08-08 17:04:38
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"advised_convolution_algorithm","advised_determinism","advised_memory","advised_time","convolution_algorithm","filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","math_type","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","predicted_advised_flops","predicted_advised_flops_count","predicted_flops","predicted_flops_count","stride_height","stride_width","workspace_bytes","workspace_megabytes"
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",1329,526608,533509,ns,,1.8294e+10,,,,0,1,4712,0.529664,1,5,5,2,192,28,301056,28,0,32,2,32,28,50176,28,2,2,9.14702e+11,4.8169e+08,9.14702e+11,4.8169e+08,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",16788,41693.5,48522.8,ns,,4.62125e+11,,,,1,1,4712,0.044096,1,1,1,2,192,28,301056,28,0,64,2,64,28,100352,28,0,0,9.2425e+11,3.85352e+07,9.2425e+11,3.85352e+07,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",515,1.35996e+06,1.36693e+06,ns,,7.0839e+09,,,,0,1,1184,1.36384,1,5,5,2,512,14,200704,14,0,48,2,48,14,18816,14,2,2,3.54195e+11,4.8169e+08,3.54195e+11,4.8169e+08,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9388,74575.5,81411.5,ns,,5.16727e+11,,,,1,1,1184,0.078048,1,1,1,2,512,14,200704,14,0,192,2,192,14,75264,14,0,0,1.03345e+12,7.70703e+07,1.03345e+12,7.70703e+07,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",6518,107347,114224,ns,,1.94446e+11,,,,0,1,300,0.109984,1,1,1,2,832,7,81536,7,0,256,2,256,7,25088,7,0,0,3.88893e+11,4.17464e+07,3.88893e+11,4.17464e+07,1,1,300,0.000286102
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",276,2.53834e+06,2.54535e+06,ns,,4.11159e+09,,,,0,1,300,2.54147,1,5,5,2,832,7,81536,7,0,128,2,128,7,12544,7,2,2,2.05579e+11,5.2183e+08,2.05579e+11,5.2183e+08,1,1,300,0.000286102
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",8458,82624.6,89485.2,ns,,1.55463e+11,,,,1,1,18824,0.084704,1,3,3,1,64,56,200704,56,0,64,1,64,56,200704,56,1,1,2.79833e+12,2.31211e+08,2.79833e+12,2.31211e+08,1,1,18824,0.017952
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",24360,28723.4,35642,ns,,1.78879e+12,,,,1,1,4712,0.031392,1,1,1,1,64,56,200704,56,0,256,1,256,28,200704,28,0,0,8.94396e+11,2.56901e+07,8.94396e+11,2.56901e+07,2,2,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4878,143463,150338,ns,,8.95357e+10,,,,0,1,4712,0.14624,1,3,3,1,128,28,100352,28,0,128,1,128,28,100352,28,1,1,1.61164e+12,2.31211e+08,1.61164e+12,2.31211e+08,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",19753,35403,42300.6,ns,,1.4513e+12,,,,1,1,1184,0.038208,1,1,1,1,128,28,100352,28,0,512,1,512,14,100352,14,0,0,7.25649e+11,2.56901e+07,7.25649e+11,2.56901e+07,2,2,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",14412,48524,55346.5,ns,,2.64715e+11,,,,1,1,1184,0.051136,1,1,1,1,256,14,50176,14,0,256,1,256,14,50176,14,0,0,5.29431e+11,2.56901e+07,5.29431e+11,2.56901e+07,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2653,263708,270619,ns,,4.87093e+10,,,,0,1,1184,0.267328,1,3,3,1,256,14,50176,14,0,256,1,256,14,50176,14,1,1,8.76768e+11,2.31211e+08,8.76768e+11,2.31211e+08,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",14472,48390.4,55239.2,ns,,1.06179e+12,,,,1,1,300,0.052224,1,1,1,1,256,14,50176,14,0,1024,1,1024,7,50176,7,0,0,5.30893e+11,2.56901e+07,5.30893e+11,2.56901e+07,2,2,300,0.000286102
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9390,74574.9,81410.7,ns,,1.72244e+11,,,,0,1,300,0.078208,1,1,1,1,512,7,25088,7,0,512,1,512,7,25088,7,0,0,3.44487e+11,2.56901e+07,3.44487e+11,2.56901e+07,1,1,300,0.000286102
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",2957,236629,243502,ns,,2.17134e+11,,,,0,1,300,0.243232,1,1,1,1,2048,7,100352,7,0,512,1,512,7,25088,7,3,3,4.34269e+11,1.0276e+08,4.34269e+11,1.0276e+08,2,2,300,0.000286102
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",8437,82951.4,89813.9,ns,,3.09701e+11,,,,1,1,18824,0.08576,1,3,3,2,64,56,401408,56,0,64,2,64,56,401408,56,1,1,5.57461e+12,4.62422e+08,5.57461e+12,4.62422e+08,1,1,18824,0.017952
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",24353,28720.9,35585,ns,,3.5779e+12,,,,1,1,4712,0.031552,1,1,1,2,64,56,401408,56,0,256,2,256,28,401408,28,0,0,1.78895e+12,5.13802e+07,1.78895e+12,5.13802e+07,2,2,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4883,143340,150216,ns,,1.79225e+11,,,,0,1,4712,0.1456,1,3,3,2,128,28,200704,28,0,128,2,128,28,200704,28,1,1,3.22604e+12,4.62422e+08,3.22604e+12,4.62422e+08,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",19774,35405,42264.7,ns,,2.90243e+12,,,,1,1,1184,0.038176,1,1,1,2,128,28,200704,28,0,512,2,512,14,200704,14,0,0,1.45121e+12,5.13802e+07,1.45121e+12,5.13802e+07,2,2,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",14455,48429.7,55290.5,ns,,5.30462e+11,,,,1,1,1184,0.051232,1,1,1,2,256,14,100352,14,0,256,2,256,14,100352,14,0,0,1.06092e+12,5.13802e+07,1.06092e+12,5.13802e+07,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2649,264351,271234,ns,,9.7182e+10,,,,0,1,1184,0.266816,1,3,3,2,256,14,100352,14,0,256,2,256,14,100352,14,1,1,1.74928e+12,4.62422e+08,1.74928e+12,4.62422e+08,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",14399,48618.4,55458.2,ns,,2.11361e+12,,,,1,1,300,0.051264,1,1,1,2,256,14,100352,14,0,1024,2,1024,7,100352,7,0,0,1.05681e+12,5.13802e+07,1.05681e+12,5.13802e+07,2,2,300,0.000286102
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9373,74691.4,81563.3,ns,,3.4395e+11,,,,0,1,300,0.077216,1,1,1,2,512,7,50176,7,0,512,2,512,7,50176,7,0,0,6.879e+11,5.13802e+07,6.879e+11,5.13802e+07,1,1,300,0.000286102
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",2952,237097,243960,ns,,4.33411e+11,,,,0,1,300,0.244512,1,1,1,2,2048,7,200704,7,0,512,2,512,7,50176,7,3,3,8.66823e+11,2.05521e+08,8.66823e+11,2.05521e+08,2,2,300,0.000286102
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",14638,47834,54693.5,ns,,1.50788e+11,,,,1,1,167528,0.054048,1,5,5,1,1,161,112700,700,0,64,1,64,80,1.78688e+06,349,1,1,1.86779e+12,8.9344e+07,1.86779e+12,8.9344e+07,2,2,167528,0.159767
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2600,269204,276054,ns,,4.26027e+11,,,,1,1,168008,0.272864,1,3,3,1,64,80,1.792e+06,350,0,64,1,64,80,1.792e+06,350,1,1,7.66849e+12,2.06438e+09,7.66849e+12,2.06438e+09,1,1,168008,0.160225
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",3134,223387,230281,ns,,1.02681e+12,,,,0,1,40724,0.226304,1,5,5,1,64,80,1.792e+06,350,0,128,1,128,39,868608,174,1,1,1.24427e+13,2.77955e+09,1.24427e+13,2.77955e+09,2,2,40724,0.0388374
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4871,143702,150567,ns,,7.98098e+11,,,,1,1,42008,0.152992,1,3,3,1,128,40,896000,175,0,128,1,128,40,896000,175,1,1,1.43658e+13,2.06438e+09,1.43658e+13,2.06438e+09,1,1,42008,0.040062
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",1684,415768,422666,ns,,5.51692e+11,,,,0,1,9924,0.41872,1,5,5,1,128,40,896000,175,0,256,1,256,19,423168,87,1,1,6.51391e+12,2.70828e+09,6.51391e+12,2.70828e+09,2,2,9924,0.00946426
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:84/H:20/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2647,264494,271383,ns,,4.16269e+11,,,,0,1,10088,0.270496,1,3,3,1,256,20,430080,84,0,256,1,256,20,430080,84,1,1,7.49284e+12,1.98181e+09,7.49284e+12,1.98181e+09,1,1,10088,0.00962067
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:84/H:20/C:256/N:1/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",874,800952,807865,ns,,2.74924e+11,,,,0,1,2220,0.802592,1,5,5,1,256,20,430080,84,0,512,1,512,9,188928,41,1,1,3.01925e+12,2.41828e+09,3.01925e+12,2.41828e+09,2,2,2220,0.00211716
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:42/H:10/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1199,583600,590517,ns,,1.88657e+11,,,,0,1,2528,0.587104,1,3,3,1,512,10,215040,42,0,512,1,512,10,215040,42,1,1,3.39583e+12,1.98181e+09,3.39583e+12,1.98181e+09,1,1,2528,0.00241089
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:700/H:161/C:1/N:2/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",8440,82878.3,89742.6,ns,,1.74058e+11,,,,1,1,167528,0.086304,1,5,5,2,1,161,225400,700,0,64,2,64,80,3.57376e+06,349,1,1,2.15603e+12,1.78688e+08,2.15603e+12,1.78688e+08,2,2,167528,0.159767
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:350/H:80/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1351,518362,525274,ns,,4.42501e+11,,,,1,1,168008,0.521856,1,3,3,2,64,80,3.584e+06,350,0,64,2,64,80,3.584e+06,350,1,1,7.96502e+12,4.12877e+09,7.96502e+12,4.12877e+09,1,1,168008,0.160225
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",1981,353318,360215,ns,,1.29841e+12,,,,1,1,40724,0.356032,1,5,5,2,64,80,3.584e+06,350,0,128,2,128,39,1.73722e+06,174,1,1,1.57339e+13,5.55909e+09,1.57339e+13,5.55909e+09,2,2,40724,0.0388374
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:175/H:40/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2672,261889,268752,ns,,8.75853e+11,,,,1,1,42008,0.264512,1,3,3,2,128,40,1.792e+06,175,0,128,2,128,40,1.792e+06,175,1,1,1.57654e+13,4.12877e+09,1.57654e+13,4.12877e+09,1,1,42008,0.040062
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",1683,415875,422756,ns,,1.1031e+12,,,,0,1,9924,0.418464,1,5,5,2,128,40,1.792e+06,175,0,256,2,256,19,846336,87,1,1,1.30245e+13,5.41655e+09,1.30245e+13,5.41655e+09,2,2,9924,0.00946426
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2285,306395,313263,ns,,7.18683e+11,,,,0,1,10088,0.308672,1,3,3,2,256,20,860160,84,0,256,2,256,20,860160,84,1,1,1.29363e+13,3.96362e+09,1.29363e+13,3.96362e+09,1,1,10088,0.00962067
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",874,801018,807926,ns,,5.49803e+11,,,,0,1,2220,0.803488,1,5,5,2,256,20,860160,84,0,512,2,512,9,377856,41,1,1,6.03802e+12,4.83656e+09,6.03802e+12,4.83656e+09,2,2,2220,0.00211716
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1199,583696,590633,ns,,3.77253e+11,,,,0,1,2528,0.585856,1,3,3,2,512,10,430080,42,0,512,2,512,10,430080,42,1,1,6.79055e+12,3.96362e+09,6.79055e+12,3.96362e+09,1,1,2528,0.00241089
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",19219,36412,43316.5,ns,,1.41108e+12,,,,1,1,75272,0.042368,1,1,1,1,64,112,802816,112,0,64,1,64,112,802816,112,0,0,2.82216e+12,1.0276e+08,2.82216e+12,1.0276e+08,1,1,75272,0.071785
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",24122,29013.6,35872.9,ns,,1.7709e+12,,,,1,1,18824,0.035328,1,1,1,1,64,56,200704,56,0,256,1,256,56,802816,56,0,0,3.54181e+12,1.0276e+08,3.54181e+12,1.0276e+08,1,1,18824,0.017952
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",14444,48454.2,55282.3,ns,,1.06039e+12,,,,1,1,18824,0.05488,1,1,1,1,256,56,802816,56,0,64,1,64,56,200704,56,0,0,2.12077e+12,1.0276e+08,2.12077e+12,1.0276e+08,1,1,18824,0.017952
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",14435,48499.5,55320.2,ns,,2.1188e+12,,,,1,1,4712,0.05072,1,1,1,1,256,56,802816,56,0,128,1,128,28,100352,28,0,0,1.0594e+12,5.13802e+07,1.0594e+12,5.13802e+07,2,2,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",19853,35273.2,42092.5,ns,,1.45664e+12,,,,1,1,4712,0.037472,1,1,1,1,128,28,100352,28,0,512,1,512,28,401408,28,0,0,2.91327e+12,1.0276e+08,2.91327e+12,1.0276e+08,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",9388,74578.1,81429.7,ns,,6.88945e+11,,,,0,1,4712,0.078464,1,1,1,1,512,28,401408,28,0,128,1,128,28,100352,28,0,0,1.37789e+12,1.0276e+08,1.37789e+12,1.0276e+08,1,1,4712,0.00449371
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",9345,74907.4,81791.3,ns,,1.37183e+12,,,,1,1,1184,0.077728,1,1,1,1,512,28,401408,28,0,256,1,256,14,50176,14,0,0,6.85917e+11,5.13802e+07,6.85917e+11,5.13802e+07,2,2,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",14464,48419.7,55268.7,ns,,1.06114e+12,,,,1,1,1184,0.050592,1,1,1,1,256,14,50176,14,0,1024,1,1024,14,200704,14,0,0,2.12229e+12,1.0276e+08,2.12229e+12,1.0276e+08,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:28/H:28/C:512/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",9379,74618.2,81465.8,ns,,5.5086e+12,,,,1,1,1184,0.082688,1,1,1,1,512,28,401408,28,0,1024,1,1024,14,200704,14,0,0,2.7543e+12,2.05521e+08,2.7543e+12,2.05521e+08,2,2,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:1024/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",5514,127006,133879,ns,,4.0455e+11,,,,0,1,1184,0.12992,1,1,1,1,1024,14,200704,14,0,256,1,256,14,50176,14,0,0,8.091e+11,1.0276e+08,8.091e+11,1.0276e+08,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",14472,48479.1,55201.8,ns,,1.05984e+12,,,,1,1,1184,0.051232,1,1,1,1,256,14,50176,14,0,1024,1,1024,14,200704,14,0,0,2.11968e+12,1.0276e+08,2.11968e+12,1.0276e+08,1,1,1184,0.00112915
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:14/H:14/C:1024/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",5508,127035,133901,ns,,8.08913e+11,,,,0,1,300,0.130944,1,1,1,1,1024,14,200704,14,0,512,1,512,7,25088,7,0,0,4.04456e+11,5.13802e+07,4.04456e+11,5.13802e+07,2,2,300,0.000286102
"LAYER_CUDNN_CONV_FWD_HALF<CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_PRECOMP_GEMM>/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1200,583565,590465,ns,,2.20114e+10,,,,0,1,300,0.58672,1,3,3,1,512,7,25088,7,0,512,1,512,7,25088,7,1,1,3.96204e+11,2.31211e+08,3.96204e+11,2.31211e+08,1,1,300,0.000286102
