Run on (160 X 4023 MHz CPU s)
2018-08-08 17:04:38
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"advised_convolution_algorithm","advised_determinism","advised_memory","advised_time","convolution_algorithm","filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","math_type","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","predicted_advised_flops","predicted_advised_flops_count","predicted_flops","predicted_flops_count","stride_height","stride_width","workspace_bytes","workspace_megabytes"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:56/H:56/C:256/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",3605,194462,201232,ns,,5.28434e+11,,,,1,1,1.37876e+07,0.218336,5,1,1,2,128,28,200704,28,0,512,2,512,28,802816,28,0,0,1.05687e+12,2.05521e+08,3.11842e+12,6.06415e+08,1,1,1.37876e+07,13.1488
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:512/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",3343,209266,216048,ns,,4.91053e+11,,,,1,1,1.37876e+07,0.232576,5,1,1,2,512,28,802816,28,0,128,2,128,28,200704,28,0,0,9.82105e+11,2.05521e+08,2.89782e+12,6.06415e+08,1,1,1.37876e+07,13.1488
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:512/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1408,497737,504540,ns,,2.06455e+11,,,,1,1,4.05262e+07,0.535072,5,1,1,2,256,14,100352,14,0,1024,2,1024,14,401408,14,0,0,4.12911e+11,2.05521e+08,1.00018e+12,4.97827e+08,1,1,4.05262e+07,38.6488
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:512/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:1024/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1307,535868,542677,ns,,1.91765e+11,,,,0,1,4.05262e+07,0.568832,5,1,1,2,1024,14,401408,14,0,256,2,256,14,100352,14,0,0,3.83529e+11,2.05521e+08,9.2901e+11,4.97827e+08,1,1,4.05262e+07,38.6488
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1407,498336,505188,ns,,2.06207e+11,,,,1,1,4.05262e+07,0.54336,5,1,1,2,256,14,100352,14,0,1024,2,1024,14,401408,14,0,0,4.12414e+11,2.05521e+08,9.98978e+11,4.97827e+08,1,1,4.05262e+07,38.6488
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:1024/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",106,6.60052e+06,6.6078e+06,ns,,3.89213e+09,,,,6,1,1.14979e+09,6.63555,5,3,3,2,512,7,50176,7,0,512,2,512,7,50176,7,1,1,-151.503,-1,1.49041e+10,9.83748e+07,1,1,1.14979e+09,1096.52
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:512/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",408,1.70962e+06,1.71888e+06,ns,,6.01071e+10,,,,1,1,1.47481e+08,1.79117,5,1,1,2,512,7,50176,7,0,2048,2,2048,7,200704,7,0,0,1.20214e+11,2.05521e+08,2.29673e+11,3.92654e+08,1,1,1.47481e+08,140.649
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:1024/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",390,1.79355e+06,1.80066e+06,ns,,5.72943e+10,,,,2,1,1.47481e+08,1.79978,5,1,1,2,2048,7,200704,7,0,512,2,512,7,50176,7,0,0,1.14589e+11,2.05521e+08,2.18925e+11,3.92654e+08,1,1,1.47481e+08,140.649
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:700/H:161/C:1/N:1/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:700/H:161/C:1/N:2/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:700/H:161/C:1/N:4/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:341/H:79/C:32/N:1/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:341/H:79/C:32/N:2/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:341/H:79/C:32/N:4/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:480/H:48/C:1/N:1/K:16/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",19050,36725.1,43620.8,ns,,1.00378e+10,,,,1,1,16384,0.05728,6,3,3,1,1,48,23040,480,0,16,1,16,48,368640,480,1,1,1.80681e+11,6.63552e+06,-27229.4,-1,1,1,16384,0.015625
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:240/H:24/C:16/N:1/K:32/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",28439,24595.5,31433.9,ns,,1.19905e+11,,,,1,1,32768,0.04688,6,3,3,1,16,24,92160,240,0,32,1,32,24,184320,240,1,1,2.15828e+12,5.30842e+07,-40657.8,-1,1,1,32768,0.03125
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:120/H:12/C:32/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",25743,27231.6,34165.2,ns,,1.08298e+11,,,,6,1,131072,0.047264,6,3,3,1,32,12,46080,120,0,64,1,64,12,92160,120,1,1,-36722,-1,-36722,-1,1,1,131072,0.125
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:60/H:6/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",21170,33101.3,39893.9,ns,,8.90938e+10,,,,6,1,524288,0.053792,6,3,3,1,64,6,23040,60,0,128,1,128,6,46080,60,1,1,-30210.3,-1,-30210.3,-1,1,1,524288,0.5
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:108/H:108/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:54/H:54/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",19813,35333.3,42176.4,ns,,3.38036e+11,,,,6,1,262144,0.055584,6,3,3,1,64,54,186624,54,0,64,1,64,54,186624,54,1,1,-28301.9,-1,-28301.9,-1,1,1,262144,0.25
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:27/H:27/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",14977,46680.8,53581.2,ns,,2.55864e+11,,,,6,1,1.04858e+06,0.065216,6,3,3,1,128,27,93312,27,0,128,1,128,27,93312,27,1,1,-21422.1,-1,-21422.1,-1,1,1,1.04858e+06,1
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",14745,47374.1,54225.2,ns,,1.3557e+11,,,,6,1,2.09715e+06,0.065952,6,3,3,1,128,14,25088,14,0,256,1,256,14,50176,14,1,1,-21108.6,-1,-21108.6,-1,1,1,2.09715e+06,2
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",6420,109287,116207,ns,,5.87677e+10,,,,6,1,8.38861e+06,0.123488,6,3,3,1,256,7,12544,7,0,512,1,512,7,25088,7,1,1,-9150.24,-1,-9150.24,-1,1,1,8.38861e+06,8
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:224/H:224/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",6166,113559,120418,ns,,8.48351e+10,,,,1,1,32768,0.116704,6,3,3,1,3,224,150528,224,0,64,1,64,224,3.21126e+06,224,1,1,1.52703e+12,1.73408e+08,-8805.99,-1,1,1,32768,0.03125
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:112/H:112/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4230,165541,172478,ns,,6.20755e+11,,,,6,1,524288,0.180352,6,3,3,1,64,112,802816,112,0,128,1,128,112,1.60563e+06,112,1,1,-6040.8,-1,-6040.8,-1,1,1,524288,0.5
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4111,170395,177316,ns,,6.03073e+11,,,,6,1,2.09715e+06,0.181408,6,3,3,1,128,56,401408,56,0,256,1,256,56,802816,56,1,1,-5868.73,-1,-5868.73,-1,1,1,2.09715e+06,2
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2969,235780,242684,ns,,4.35832e+11,,,,6,1,8.38861e+06,0.257728,6,3,3,1,256,28,200704,28,0,512,1,512,28,401408,28,1,1,-4241.25,-1,-4241.25,-1,1,1,8.38861e+06,8
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3564,196589,203497,ns,,2.61359e+11,,,,6,1,1.67772e+07,0.220832,6,3,3,1,512,14,100352,14,0,512,1,512,14,100352,14,1,1,-5086.76,-1,-5086.76,-1,1,1,1.67772e+07,16
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3628,192955,199831,ns,,6.65701e+10,,,,6,1,1.67772e+07,0.223296,6,3,3,1,512,7,25088,7,0,512,1,512,7,25088,7,1,1,-5182.55,-1,-5182.55,-1,1,1,1.67772e+07,16
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:224/H:224/C:3/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3525,198507,205396,ns,,9.70625e+10,,,,1,1,32768,0.20176,6,3,3,2,3,224,301056,224,0,64,2,64,224,6.42253e+06,224,1,1,1.74712e+12,3.46817e+08,-5037.61,-1,1,1,32768,0.03125
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:112/H:112/C:64/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2324,300794,307731,ns,,6.8326e+11,,,,6,1,524288,0.323552,6,3,3,2,64,112,1.60563e+06,112,0,128,2,128,112,3.21126e+06,112,1,1,-3324.53,-1,-3324.53,-1,1,1,524288,0.5
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:128/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2280,307124,314025,ns,,6.6918e+11,,,,6,1,2.09715e+06,0.320096,6,3,3,2,128,56,802816,56,0,256,2,256,56,1.60563e+06,56,1,1,-3256.02,-1,-3256.02,-1,1,1,2.09715e+06,2
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:256/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2274,308065,315003,ns,,6.67135e+11,,,,6,1,8.38861e+06,0.332224,6,3,3,2,256,28,401408,28,0,512,2,512,28,802816,28,1,1,-3246.07,-1,-3246.07,-1,1,1,8.38861e+06,8
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2263,309315,316216,ns,,3.32219e+11,,,,6,1,1.67772e+07,0.344544,6,3,3,2,512,14,200704,14,0,512,2,512,14,200704,14,1,1,-3232.95,-1,-3232.95,-1,1,1,1.67772e+07,16
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3595,194441,201317,ns,,1.32123e+11,,,,6,1,1.67772e+07,0.217536,6,3,3,2,512,7,50176,7,0,512,2,512,7,50176,7,1,1,-5142.94,-1,-5142.94,-1,1,1,1.67772e+07,16
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:224/H:224/C:3/N:1/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:192/N:1/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:192/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:1/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:1/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:832/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",19882,35197.6,42093.6,ns,,3.64941e+11,,,,6,1,262144,0.055232,6,3,3,1,64,56,200704,56,0,64,1,64,56,200704,56,1,1,-28411,-1,-28411,-1,1,1,262144,0.25
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",14982,46740.2,53658.3,ns,,2.74818e+11,,,,6,1,1.04858e+06,0.065248,6,3,3,1,128,28,100352,28,0,128,1,128,28,100352,28,1,1,-21394.9,-1,-21394.9,-1,1,1,1.04858e+06,1
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7547,92724.8,99594.3,ns,,1.38529e+11,,,,6,1,4.1943e+06,0.110144,6,3,3,1,256,14,50176,14,0,256,1,256,14,50176,14,1,1,-10784.6,-1,-10784.6,-1,1,1,4.1943e+06,4
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",13025,53673.2,60561,ns,,4.78639e+11,,,,6,1,262144,0.074752,6,3,3,2,64,56,401408,56,0,64,2,64,56,401408,56,1,1,-18631.3,-1,-18631.3,-1,1,1,262144,0.25
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to perform cudnnConvolutionForward"
"LAYER_CUDNN_CONV_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD>/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",14025,49738.4,56612.2,ns,,5.16504e+11,,,,6,1,1.04858e+06,0.071104,6,3,3,2,128,28,200704,28,0,128,2,128,28,200704,28,1,1,-20105.2,-1,-20105.2,-1,1,1,1.04858e+06,1
