Run on (160 X 4023 MHz CPU s)
2018-08-08 15:33:31
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","stride_height","stride_width"
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",24766,28260.3,35060.3,ns,,1.81811e+12,,,,1,1,1,64,112,802816,112,64,1,64,112,802816,112,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",48279,14504.8,21442.7,ns,,3.54228e+12,,,,1,1,1,64,56,200704,56,256,1,256,56,802816,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",49812,14065.1,20858.4,ns,,3.65303e+12,,,,1,1,1,256,56,802816,56,64,1,64,56,200704,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",66309,10548.5,17457.5,ns,,9.74171e+12,,,,1,1,1,256,56,802816,56,128,1,128,28,100352,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",57018,12272.6,19147.3,ns,,4.18657e+12,,,,1,1,1,128,28,100352,28,512,1,512,28,401408,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",66363,10555.6,17463.4,ns,,4.86758e+12,,,,1,1,1,512,28,401408,28,128,1,128,28,100352,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",70239,9942.71,16946.9,ns,,1.03353e+13,,,,1,1,1,512,28,401408,28,256,1,256,14,50176,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",49825,14052.1,20857.2,ns,,3.65641e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,14,200704,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",49738,14061.9,20876.2,ns,,2.92309e+13,,,,1,1,1,512,28,401408,28,1024,1,1024,14,200704,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",70231,9952.68,16960.3,ns,,5.16245e+12,,,,1,1,1,1024,14,200704,14,256,1,256,14,50176,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",49817,14056.7,20865.7,ns,,3.65521e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,14,200704,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",64597,10845.6,17758.4,ns,,9.47482e+12,,,,1,1,1,1024,14,200704,14,512,1,512,7,25088,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",64537,10838.3,17706.1,ns,,1.18516e+12,,,,3,3,1,512,7,25088,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:512/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",38658,18119,25113.9,ns,,2.83571e+12,,,,1,1,1,512,7,25088,7,2048,1,2048,7,100352,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",38662,18096.4,25097.7,ns,,2.2714e+13,,,,1,1,1,1024,14,200704,14,2048,1,2048,7,100352,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",64577,10841.8,17748.1,ns,,4.73909e+12,,,,1,1,1,2048,7,100352,7,512,1,512,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:112/H:112/C:64/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",14773,47384.7,54293,ns,,2.16864e+12,,,,1,1,2,64,112,1.60563e+06,112,64,2,64,112,1.60563e+06,112,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",35786,19553.1,26515.9,ns,,5.25547e+12,,,,1,1,2,64,56,401408,56,256,2,256,56,1.60563e+06,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:256/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",36816,19050.3,25934.2,ns,,5.39415e+12,,,,1,1,2,256,56,1.60563e+06,56,64,2,64,56,401408,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:56/H:56/C:256/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",58232,12018.1,18879.5,ns,,1.71009e+13,,,,1,1,2,256,56,1.60563e+06,56,128,2,128,28,200704,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",49917,13991.4,20782.4,ns,,7.34457e+12,,,,1,1,2,128,28,200704,28,512,2,512,28,802816,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",58243,12010.1,18880.7,ns,,8.55615e+12,,,,1,1,2,512,28,802816,28,128,2,128,28,200704,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",67324,10420,17297.9,ns,,1.97237e+13,,,,1,1,2,512,28,802816,28,256,2,256,14,100352,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",45350,15440.4,22286.4,ns,,6.6553e+12,,,,1,1,2,256,14,100352,14,1024,2,1024,14,401408,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:28/H:28/C:512/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",45307,15446.6,22276.2,ns,,5.3221e+13,,,,1,1,2,512,28,802816,28,1024,2,1024,14,401408,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",67182,10412.1,17213.9,ns,,9.86937e+12,,,,1,1,2,1024,14,401408,14,256,2,256,14,100352,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",45327,15442.4,22266.5,ns,,6.65443e+12,,,,1,1,2,256,14,100352,14,1024,2,1024,14,401408,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",61669,11346.9,18283.1,ns,,1.81126e+13,,,,1,1,2,1024,14,401408,14,512,2,512,7,50176,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",61689,11372.6,18397.3,ns,,2.25895e+12,,,,3,3,2,512,7,50176,7,512,2,512,7,50176,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:512/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",36227,19315.5,26135.4,ns,,5.32009e+12,,,,1,1,2,512,7,50176,7,2048,2,2048,7,200704,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:14/H:14/C:1024/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",36256,19312.9,26118.1,ns,,4.25665e+13,,,,1,1,2,1024,14,401408,14,2048,2,2048,7,200704,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_HALF/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",61659,11347,18303.9,ns,,9.05621e+12,,,,1,1,2,2048,7,200704,7,512,2,512,7,50176,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:700/H:161/C:1/N:1/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",14194,49328.9,56174.1,ns,,7.31092e+10,,,,5,20,1,1,161,112700,700,32,1,32,79,862048,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:700/H:161/C:1/N:2/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",4061,172353,179236,ns,,4.1849e+10,,,,5,20,2,1,161,225400,700,32,2,32,79,1.7241e+06,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:700/H:161/C:1/N:4/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",2093,334442,341340,ns,,4.31334e+10,,,,5,20,4,1,161,450800,700,32,4,32,79,3.44819e+06,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:341/H:79/C:32/N:1/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",37502,18663.5,25466.2,ns,,1.47804e+12,,,,5,10,1,32,79,862048,341,32,1,32,38,201856,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:341/H:79/C:32/N:2/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",24803,28227.1,35076.3,ns,,1.95454e+12,,,,5,10,2,32,79,1.7241e+06,341,32,2,32,38,403712,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:341/H:79/C:32/N:4/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",14757,47447.3,54337.3,ns,,2.32557e+12,,,,5,10,4,32,79,3.44819e+06,341,32,4,32,38,807424,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:480/H:48/C:1/N:1/K:16/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",16171,43302.7,50151.1,ns,,8.5131e+09,,,,3,3,1,1,48,23040,480,16,1,16,48,368640,480,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:240/H:24/C:16/N:1/K:32/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",39470,17730.1,24511.9,ns,,1.66334e+11,,,,3,3,1,16,24,92160,240,32,1,32,24,184320,240,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:120/H:12/C:32/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",61147,11418.8,18405.2,ns,,2.5827e+11,,,,3,3,1,32,12,46080,120,64,1,64,12,92160,120,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:60/H:6/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",71501,9787.24,16692.8,ns,,3.01323e+11,,,,3,3,1,64,6,23040,60,128,1,128,6,46080,60,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:108/H:108/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",51597,13577.8,20467.9,ns,,1.64937e+11,,,,3,3,1,3,108,34992,108,64,1,64,54,186624,54,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:54/H:54/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",51511,13559.2,20505.8,ns,,8.80875e+11,,,,3,3,1,64,54,186624,54,64,1,64,54,186624,54,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:27/H:27/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",67258,10387.4,17152.7,ns,,1.14985e+12,,,,3,3,1,128,27,93312,27,128,1,128,27,93312,27,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",70224,9957.43,16964.4,ns,,6.44998e+11,,,,3,3,1,128,14,25088,14,256,1,256,14,50176,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",64666,10821.8,17777.4,ns,,5.93483e+11,,,,3,3,1,256,7,12544,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:224/H:224/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",4240,165094,171979,ns,,5.83532e+10,,,,3,3,1,3,224,150528,224,64,1,64,224,3.21126e+06,224,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:112/H:112/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",13772,50795.5,57750.5,ns,,2.02302e+12,,,,3,3,1,64,112,802816,112,128,1,128,112,1.60563e+06,112,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",48441,14449.7,21407.3,ns,,7.11162e+12,,,,3,3,1,128,56,401408,56,256,1,256,56,802816,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",57079,12261,19227.7,ns,,8.38107e+12,,,,3,3,1,256,28,200704,28,512,1,512,28,401408,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",62443,11217.2,17995.7,ns,,4.58048e+12,,,,3,3,1,512,14,100352,14,512,1,512,14,100352,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",64717,10831.3,17726.4,ns,,1.18592e+12,,,,3,3,1,512,7,25088,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:224/H:224/C:3/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2189,319824,326711,ns,,6.02444e+10,,,,3,3,2,3,224,301056,224,64,2,64,224,6.42253e+06,224,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:112/H:112/C:64/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7666,91255.8,98127.6,ns,,2.25214e+12,,,,3,3,2,64,112,1.60563e+06,112,128,2,128,112,3.21126e+06,112,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:128/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",21530,32513,39388.2,ns,,6.3212e+12,,,,3,3,2,128,56,802816,56,256,2,256,56,1.60563e+06,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:256/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",50267,13908.5,20809,ns,,1.47766e+13,,,,3,3,2,256,28,401408,28,512,2,512,28,802816,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",58326,11977.1,18808.4,ns,,8.57977e+12,,,,3,3,2,512,14,200704,14,512,2,512,14,200704,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",61789,11320.6,18192,ns,,2.26932e+12,,,,3,3,2,512,7,50176,7,512,2,512,7,50176,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:224/H:224/C:3/N:1/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",25047,27934,34880.7,ns,,3.44878e+11,,,,7,7,1,3,224,150528,224,64,1,64,112,802816,112,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:192/N:1/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",67202,10416.4,17184.7,ns,,4.62433e+11,,,,5,5,1,192,28,150528,28,32,1,32,28,25088,28,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:192/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",66855,10481.8,17294.4,ns,,9.19095e+11,,,,1,1,1,192,28,150528,28,64,1,64,28,50176,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:1/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",73903,9476.93,16279.7,ns,,5.08276e+11,,,,5,5,1,512,14,100352,14,48,1,48,14,9408,14,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:1/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",71743,9765.26,16642.3,ns,,1.97307e+12,,,,1,1,1,512,14,100352,14,192,1,192,14,37632,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:832/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",71916,9730.87,16558.7,ns,,1.07253e+12,,,,1,1,1,832,7,40768,7,256,1,256,7,12544,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",74295,9448.5,16261.8,ns,,5.52289e+11,,,,5,5,1,832,7,40768,7,128,1,128,7,6272,7,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",8005,87437.6,94315.2,ns,,2.20358e+11,,,,7,7,2,3,224,301056,224,64,2,64,112,1.60563e+06,112,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",59243,11831.1,18608.1,ns,,8.14278e+11,,,,5,5,2,192,28,301056,28,32,2,32,28,50176,28,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",58908,11851.3,18613.6,ns,,1.62577e+12,,,,1,1,2,192,28,301056,28,64,2,64,28,100352,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",70371,9938.33,16881.8,ns,,9.69357e+11,,,,5,5,2,512,14,200704,14,48,2,48,14,18816,14,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",68525,10219,17037.3,ns,,3.77091e+12,,,,1,1,2,512,14,200704,14,192,2,192,14,75264,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",69819,10015.4,17008.7,ns,,2.08412e+12,,,,1,1,2,832,7,81536,7,256,2,256,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",72601,9657.75,16433.7,ns,,1.08065e+12,,,,5,5,2,832,7,81536,7,128,2,128,7,12544,7,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",50088,13950.3,20760.7,ns,,9.20773e+11,,,,3,3,1,64,56,200704,56,64,1,64,56,200704,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",64469,10859.3,17723.3,ns,,4.73143e+12,,,,1,1,1,64,56,200704,56,256,1,256,28,200704,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",66337,10545.1,17379.2,ns,,1.21811e+12,,,,3,3,1,128,28,100352,28,128,1,128,28,100352,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",62338,11221.6,18008,ns,,4.57869e+12,,,,1,1,1,128,28,100352,28,512,1,512,14,100352,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",70317,9969.17,16939.1,ns,,1.28848e+12,,,,1,1,1,256,14,50176,14,256,1,256,14,50176,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",70231,9968.63,16938.7,ns,,1.28855e+12,,,,3,3,1,256,14,50176,14,256,1,256,14,50176,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",52027,13452.7,20246.1,ns,,3.81932e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,7,50176,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",64630,10838.6,17790.5,ns,,1.18512e+12,,,,1,1,1,512,7,25088,7,512,1,512,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",64662,10826.4,17783,ns,,4.74584e+12,,,,1,1,1,2048,7,100352,7,512,1,512,7,25088,7,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",37273,18788.7,25616.7,ns,,1.36732e+12,,,,3,3,2,64,56,401408,56,64,2,64,56,401408,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",56746,12340.7,19229.3,ns,,8.32697e+12,,,,1,1,2,64,56,401408,56,256,2,256,28,401408,28,0,0,2,2
