Run on (160 X 4023 MHz CPU s)
2018-08-08 15:33:31
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","stride_height","stride_width"
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:192/N:1/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",65315,10715.5,17703.9,ns,,4.49527e+11,,,,5,5,1,192,28,150528,28,32,1,32,28,25088,28,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:192/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",64886,10796.8,17727.5,ns,,8.92285e+11,,,,1,1,1,192,28,150528,28,64,1,64,28,50176,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:512/N:1/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",72374,9684.63,16500.6,ns,,4.97375e+11,,,,5,5,1,512,14,100352,14,48,1,48,14,9408,14,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:512/N:1/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",69587,10036.2,16960,ns,,1.91981e+12,,,,1,1,1,512,14,100352,14,192,1,192,14,37632,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:832/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",70391,9949.39,16931.5,ns,,1.04897e+12,,,,1,1,1,832,7,40768,7,256,1,256,7,12544,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",72901,9620.47,16384.6,ns,,5.42417e+11,,,,5,5,1,832,7,40768,7,128,1,128,7,6272,7,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",7399,94556.6,101442,ns,,2.03768e+11,,,,7,7,2,3,224,301056,224,64,2,64,112,1.60563e+06,112,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",57133,12262.3,19234.6,ns,,7.85644e+11,,,,5,5,2,192,28,301056,28,32,2,32,28,50176,28,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",56936,12295.2,19183.2,ns,,1.56708e+12,,,,1,1,2,192,28,301056,28,64,2,64,28,100352,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",68760,10170.8,16984.2,ns,,9.47205e+11,,,,5,5,2,512,14,200704,14,48,2,48,14,18816,14,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",65975,10605.7,17539.8,ns,,3.63343e+12,,,,1,1,2,512,14,200704,14,192,2,192,14,75264,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",68332,10244.5,17038,ns,,2.0375e+12,,,,1,1,2,832,7,81536,7,256,2,256,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",70922,9884.93,16856.1,ns,,1.05581e+12,,,,5,5,2,832,7,81536,7,128,2,128,7,12544,7,2,2,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",48193,14559.4,21482.6,ns,,8.82254e+11,,,,3,3,1,64,56,200704,56,64,1,64,56,200704,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",61009,11459.1,18464.3,ns,,4.48379e+12,,,,1,1,1,64,56,200704,56,256,1,256,28,200704,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",63514,11024.2,17776.9,ns,,1.16517e+12,,,,3,3,1,128,28,100352,28,128,1,128,28,100352,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",60373,11591.2,18465.8,ns,,4.4327e+12,,,,1,1,1,128,28,100352,28,512,1,512,14,100352,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",68188,10294.7,17079.9,ns,,1.24774e+12,,,,1,1,1,256,14,50176,14,256,1,256,14,50176,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",68057,10259.5,17035,ns,,1.25202e+12,,,,3,3,1,256,14,50176,14,256,1,256,14,50176,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",50422,13889.1,20756.3,ns,,3.69931e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,7,50176,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",62658,11194.1,17990.1,ns,,1.14749e+12,,,,1,1,1,512,7,25088,7,512,1,512,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",62596,11169,17969.7,ns,,4.60027e+12,,,,1,1,1,2048,7,100352,7,512,1,512,7,25088,7,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",35430,19752.3,26675.3,ns,,1.30061e+12,,,,3,3,2,64,56,401408,56,64,2,64,56,401408,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",53417,13070.4,19966.8,ns,,7.86208e+12,,,,1,1,2,64,56,401408,56,256,2,256,28,401408,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",56054,12487.2,19242.4,ns,,2.05731e+12,,,,3,3,2,128,28,200704,28,128,2,128,28,200704,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",56337,12425.3,19264.2,ns,,8.27027e+12,,,,1,1,2,128,28,200704,28,512,2,512,14,200704,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",64524,10833.3,17749,ns,,2.3714e+12,,,,1,1,2,256,14,100352,14,256,2,256,14,100352,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",64624,10839.9,17735.1,ns,,2.36996e+12,,,,3,3,2,256,14,100352,14,256,2,256,14,100352,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",47817,14629.3,21489,ns,,7.02428e+12,,,,1,1,2,256,14,100352,14,1024,2,1024,7,100352,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",60088,11657.6,18495.8,ns,,2.20372e+12,,,,1,1,2,512,7,50176,7,512,2,512,7,50176,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",60028,11663.5,18497.9,ns,,8.81045e+12,,,,1,1,2,2048,7,200704,7,512,2,512,7,50176,7,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",6667,104994,111871,ns,,6.86974e+10,,,,5,5,1,1,161,112700,700,64,1,64,80,1.78688e+06,349,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",6683,104702,111587,ns,,1.09537e+12,,,,3,3,1,64,80,1.792e+06,350,64,1,64,80,1.792e+06,350,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",19881,35199.5,42061.3,ns,,6.51646e+12,,,,5,5,1,64,80,1.792e+06,350,128,1,128,39,868608,174,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",19603,35694.9,42566.5,ns,,3.213e+12,,,,3,3,1,128,40,896000,175,128,1,128,40,896000,175,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",54225,12889.5,19882.8,ns,,1.77955e+13,,,,5,5,1,128,40,896000,175,256,1,256,19,423168,87,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:84/H:20/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",53607,13060.1,20041.7,ns,,8.43028e+12,,,,3,3,1,256,20,430080,84,256,1,256,20,430080,84,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:84/H:20/C:256/N:1/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",57809,12111.3,19066.6,ns,,1.81815e+13,,,,5,5,1,256,20,430080,84,512,1,512,9,188928,41,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:42/H:10/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",56999,12276.6,19234.4,ns,,8.96835e+12,,,,3,3,1,512,10,215040,42,512,1,512,10,215040,42,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:700/H:161/C:1/N:2/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",3510,199430,206264,ns,,7.23341e+10,,,,5,5,2,1,161,225400,700,64,2,64,80,3.57376e+06,349,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:350/H:80/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3527,198462,205300,ns,,1.15577e+12,,,,3,3,2,64,80,3.584e+06,350,64,2,64,80,3.584e+06,350,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",11590,60366.5,67239.8,ns,,7.59945e+12,,,,5,5,2,64,80,3.584e+06,350,128,2,128,39,1.73722e+06,174,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:175/H:40/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",11400,61376.8,68251.6,ns,,3.73718e+12,,,,3,3,2,128,40,1.792e+06,175,128,2,128,40,1.792e+06,175,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",27751,25209.3,32074.5,ns,,1.81978e+13,,,,5,5,2,128,40,1.792e+06,175,256,2,256,19,846336,87,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",27071,25859.3,32732.7,ns,,8.51534e+12,,,,3,3,2,256,20,860160,84,256,2,256,20,860160,84,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",52827,13243.2,20040,ns,,3.3255e+13,,,,5,5,2,256,20,860160,84,512,2,512,9,377856,41,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",51618,13564.2,20464.2,ns,,1.6234e+13,,,,3,3,2,512,10,430080,42,512,2,512,10,430080,42,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",13398,52216,59090.1,ns,,9.83993e+11,,,,1,1,1,64,112,802816,112,64,1,64,112,802816,112,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",28701,24374.5,31267.2,ns,,2.10795e+12,,,,1,1,1,64,56,200704,56,256,1,256,56,802816,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",48087,14526.2,21434.8,ns,,3.53707e+12,,,,1,1,1,256,56,802816,56,64,1,64,56,200704,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",63523,10996.1,17743,ns,,9.34518e+12,,,,1,1,1,256,56,802816,56,128,1,128,28,100352,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",52827,13249.2,20032.9,ns,,3.87799e+12,,,,1,1,1,128,28,100352,28,512,1,512,28,401408,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",63579,11036.1,17779.7,ns,,4.65566e+12,,,,1,1,1,512,28,401408,28,128,1,128,28,100352,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",68222,10260.3,17040.8,ns,,1.00154e+13,,,,1,1,1,512,28,401408,28,256,1,256,14,50176,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",47665,14682.5,21502.9,ns,,3.49943e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,14,200704,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:512/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",47649,14689.3,21512.1,ns,,2.79823e+13,,,,1,1,1,512,28,401408,28,1024,1,1024,14,200704,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:1024/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",68047,10264.8,17045.4,ns,,5.00549e+12,,,,1,1,1,1024,14,200704,14,256,1,256,14,50176,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",47590,14700.3,21555.6,ns,,3.49517e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,14,200704,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:1024/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",62660,11172.6,17952.4,ns,,9.19757e+12,,,,1,1,1,1024,14,200704,14,512,1,512,7,25088,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",62666,11165.2,17957,ns,,1.15046e+12,,,,3,3,1,512,7,25088,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:512/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",37190,18830.4,25744.2,ns,,2.72858e+12,,,,1,1,1,512,7,25088,7,2048,1,2048,7,100352,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:1024/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",37168,18832.1,25764.7,ns,,2.18267e+13,,,,1,1,1,1024,14,200704,14,2048,1,2048,7,100352,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",62568,11169.8,17980.4,ns,,4.59993e+12,,,,1,1,1,2048,7,100352,7,512,1,512,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:112/H:112/C:64/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",7396,94583.4,101453,ns,,1.08645e+12,,,,1,1,2,64,112,1.60563e+06,112,64,2,64,112,1.60563e+06,112,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",18247,38346.7,45198,ns,,2.67977e+12,,,,1,1,2,64,56,401408,56,256,2,256,56,1.60563e+06,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:256/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",35364,19765.5,26681.2,ns,,5.19897e+12,,,,1,1,2,256,56,1.60563e+06,56,64,2,64,56,401408,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:256/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",56044,12485.8,19231.9,ns,,1.64604e+13,,,,1,1,2,256,56,1.60563e+06,56,128,2,128,28,200704,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",30465,23004.9,29865.5,ns,,4.4669e+12,,,,1,1,2,128,28,200704,28,512,2,512,28,802816,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:512/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",56092,12477.9,19219.7,ns,,8.23537e+12,,,,1,1,2,512,28,802816,28,128,2,128,28,200704,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:512/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",64623,10832.1,17725.9,ns,,1.89734e+13,,,,1,1,2,512,28,802816,28,256,2,256,14,100352,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",43343,16146,23008.3,ns,,6.36446e+12,,,,1,1,2,256,14,100352,14,1024,2,1024,14,401408,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:512/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",43280,16185.5,23059.5,ns,,5.07912e+13,,,,1,1,2,512,28,802816,28,1024,2,1024,14,401408,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:1024/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",64564,10829.8,17729.1,ns,,9.48868e+12,,,,1,1,2,1024,14,401408,14,256,2,256,14,100352,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",43271,16163.9,23030.2,ns,,6.35741e+12,,,,1,1,2,256,14,100352,14,1024,2,1024,14,401408,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:1024/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",59892,11675.9,18543.9,ns,,1.76021e+13,,,,1,1,2,1024,14,401408,14,512,2,512,7,50176,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",60115,11649.2,18477.2,ns,,2.20532e+12,,,,3,3,2,512,7,50176,7,512,2,512,7,50176,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:512/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",34747,20116.7,26866.4,ns,,5.10821e+12,,,,1,1,2,512,7,50176,7,2048,2,2048,7,200704,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:1024/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",34624,20143.4,26915,ns,,4.08115e+13,,,,1,1,2,1024,14,401408,14,2048,2,2048,7,200704,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",60143,11642.4,18470.1,ns,,8.82638e+12,,,,1,1,2,2048,7,200704,7,512,2,512,7,50176,7,0,0,1,1
