Run on (160 X 4023 MHz CPU s)
2018-08-08 15:04:02
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"activation_mode","advised_convolution_algorithm","advised_determinism","advised_memory","advised_time","convolution_algorithm","filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","math_type","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","stride_height","stride_width","workspace_bytes","workspace_megabytes"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:60/H:6/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1522,460805,467880,ns,,6.39993e+09,,,,1,6,1,3.73719e+07,0.499776,5,3,3,1,64,6,23040,60,0,128,1,128,6,46080,60,1,1,1,1,3.73719e+07,35.6406
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:108/H:108/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:54/H:54/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1468,478487,485545,ns,,2.49619e+10,,,,1,6,1,1.89891e+07,0.459072,5,3,3,1,64,54,186624,54,0,64,1,64,54,186624,54,1,1,1,1,1.89891e+07,18.1094
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:27/H:27/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1349,518843,526522,ns,,2.30203e+10,,,,1,6,1,7.24419e+07,0.517632,5,3,3,1,128,27,93312,27,0,128,1,128,27,93312,27,1,1,1,1,7.24419e+07,69.0859
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",772,904782,911809,ns,,7.09843e+09,,,,1,6,1,1.44302e+08,0.91472,5,3,3,1,128,14,25088,14,0,256,1,256,14,50176,14,1,1,1,1,1.44302e+08,137.617
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",209,3.35438e+06,3.36151e+06,ns,,1.91467e+09,,,,1,6,1,5.73792e+08,3.3641,5,3,3,1,256,7,12544,7,0,512,1,512,7,25088,7,1,1,1,1,5.73792e+08,547.211
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:224/H:224/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",286,2.45311e+06,2.46031e+06,ns,,3.92718e+09,,,,1,1,1,1.4679e+06,2.86352,5,3,3,1,3,224,150528,224,0,64,1,64,224,3.21126e+06,224,1,1,1,1,1.4679e+06,1.3999
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:112/H:112/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",258,2.70996e+06,2.71723e+06,ns,,3.79196e+10,,,,1,6,1,3.73719e+07,2.8759,5,3,3,1,64,112,802816,112,0,128,1,128,112,1.60563e+06,112,1,1,1,1,3.73719e+07,35.6406
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",296,2.35755e+06,2.36467e+06,ns,,4.35877e+10,,,,1,6,1,1.45998e+08,2.52531,5,3,3,1,128,56,401408,56,0,256,1,256,56,802816,56,1,1,1,1,1.45998e+08,139.234
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",207,3.37766e+06,3.38483e+06,ns,,3.04235e+10,,,,1,6,1,5.73792e+08,3.45066,5,3,3,1,256,28,200704,28,0,512,1,512,28,401408,28,1,1,1,1,5.73792e+08,547.211
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",106,6.58286e+06,6.58996e+06,ns,,7.80515e+09,,,,1,6,1,1.14533e+09,6.6105,5,3,3,1,512,14,100352,14,0,512,1,512,14,100352,14,1,1,1,1,1.14533e+09,1092.27
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",106,6.58095e+06,6.58801e+06,ns,,1.95185e+09,,,,1,6,1,1.14533e+09,6.61104,5,3,3,1,512,7,25088,7,0,512,1,512,7,25088,7,1,1,1,1,1.14533e+09,1092.27
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:224/H:224/C:3/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",254,2.75815e+06,2.76538e+06,ns,,6.98568e+09,,,,1,1,1,2.05107e+06,2.46288,5,3,3,2,3,224,301056,224,0,64,2,64,224,6.42253e+06,224,1,1,1,1,2.05107e+06,1.95605
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:112/H:112/C:64/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",251,2.7863e+06,2.79356e+06,ns,,7.37613e+10,,,,1,6,1,3.90431e+07,2.95203,5,3,3,2,64,112,1.60563e+06,112,0,128,2,128,112,3.21126e+06,112,1,1,1,1,3.90431e+07,37.2344
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:128/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",291,2.40253e+06,2.40959e+06,ns,,8.55437e+10,,,,1,6,1,1.4934e+08,2.54413,5,3,3,2,128,56,802816,56,0,256,2,256,56,1.60563e+06,56,1,1,1,1,1.4934e+08,142.422
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:256/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",205,3.40694e+06,3.41405e+06,ns,,6.03242e+10,,,,1,6,1,5.77135e+08,3.47117,5,3,3,2,256,28,401408,28,0,512,2,512,28,802816,28,1,1,1,1,5.77135e+08,550.398
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",106,6.60837e+06,6.61554e+06,ns,,1.555e+10,,,,1,6,1,1.14979e+09,6.63091,5,3,3,2,512,14,200704,14,0,512,2,512,14,200704,14,1,1,1,1,1.14979e+09,1096.52
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",106,6.6023e+06,6.60951e+06,ns,,3.89109e+09,,,,1,6,1,1.14979e+09,6.62576,5,3,3,2,512,7,50176,7,0,512,2,512,7,50176,7,1,1,1,1,1.14979e+09,1096.52
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:224/H:224/C:3/N:1/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:192/N:1/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",1469,477594,484526,ns,,1.00858e+10,,,,1,2,1,2.77381e+07,0.474368,5,5,5,1,192,28,150528,28,0,32,1,32,28,25088,28,2,2,1,1,2.77381e+07,26.4531
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:192/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",8784,79514.3,86599.6,ns,,1.21158e+11,,,,1,1,1,2.64643e+06,0.104704,5,1,1,1,192,28,150528,28,0,64,1,64,28,50176,28,0,0,1,1,2.64643e+06,2.52383
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:512/N:1/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",882,786734,793701,ns,,6.12265e+09,,,,1,2,1,1.09416e+08,0.79424,5,5,5,1,512,14,100352,14,0,48,1,48,14,9408,14,2,2,1,1,1.09416e+08,104.348
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:512/N:1/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2863,244353,251354,ns,,7.88515e+10,,,,1,1,1,1.47102e+07,0.241248,5,1,1,1,512,14,100352,14,0,192,1,192,14,37632,14,0,0,1,1,1.47102e+07,14.0287
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:832/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1530,456133,463056,ns,,2.28806e+10,,,,1,0,1,3.00031e+07,0.46048,5,1,1,1,832,7,40768,7,0,256,1,256,7,12544,7,0,0,1,1,3.00031e+07,28.6132
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",267,2.61585e+06,2.62293e+06,ns,,1.99488e+09,,,,1,2,1,4.67673e+08,2.62794,5,5,5,1,832,7,40768,7,0,128,1,128,7,6272,7,2,2,1,1,4.67673e+08,446.008
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",1466,477978,484909,ns,,2.01553e+10,,,,1,2,1,2.8713e+07,0.476096,5,5,5,2,192,28,301056,28,0,32,2,32,28,50176,28,2,2,1,1,2.8713e+07,27.3828
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",6165,113373,120394,ns,,1.69948e+11,,,,1,1,1,3.62128e+06,0.105472,5,1,1,2,192,28,301056,28,0,64,2,64,28,100352,28,0,0,1,1,3.62128e+06,3.45352
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",868,804653,811679,ns,,1.19726e+10,,,,1,2,1,1.11854e+08,0.808736,5,5,5,2,512,14,200704,14,0,48,2,48,14,18816,14,2,2,1,1,1.11854e+08,106.672
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2681,260264,267189,ns,,1.48062e+11,,,,1,1,1,1.60506e+07,0.260832,5,1,1,2,512,14,200704,14,0,192,2,192,14,75264,14,0,0,1,1,1.60506e+07,15.307
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1526,458350,465274,ns,,4.55399e+10,,,,1,2,1,3.10389e+07,0.464736,5,1,1,2,832,7,81536,7,0,256,2,256,7,25088,7,0,0,1,1,3.10389e+07,29.601
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",266,2.6323e+06,2.63934e+06,ns,,3.96482e+09,,,,1,2,1,4.71851e+08,2.64022,5,5,5,2,832,7,81536,7,0,128,2,128,7,12544,7,2,2,1,1,4.71851e+08,449.992
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1467,478342,485425,ns,,2.68533e+10,,,,1,6,1,1.89891e+07,0.464096,5,3,3,1,64,56,200704,56,0,64,1,64,56,200704,56,1,1,1,1,1.89891e+07,18.1094
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1349,519808,527130,ns,,2.47112e+10,,,,1,6,1,7.24419e+07,0.51744,5,3,3,1,128,28,100352,28,0,128,1,128,28,100352,28,1,1,1,1,7.24419e+07,69.0859
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",3492,200018,206927,ns,,6.42196e+10,,,,1,1,1,9.88816e+06,0.186848,5,1,1,1,256,14,50176,14,0,256,1,256,14,50176,14,0,0,1,1,9.88816e+06,9.43008
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",406,1.72486e+06,1.73185e+06,ns,,7.447e+09,,,,1,6,1,2.87465e+08,1.73024,5,3,3,1,256,14,50176,14,0,256,1,256,14,50176,14,1,1,1,1,2.87465e+08,274.148
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1408,496691,503702,ns,,2.58613e+10,,,,1,2,1,3.66268e+07,0.502496,5,1,1,1,512,7,25088,7,0,512,1,512,7,25088,7,0,0,1,1,3.66268e+07,34.9301
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1439,486273,493385,ns,,5.28306e+10,,,,1,6,1,2.01032e+07,0.471904,5,3,3,2,64,56,401408,56,0,64,2,64,56,401408,56,1,1,1,1,2.01032e+07,19.1719
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",1344,521624,528569,ns,,4.92503e+10,,,,1,6,1,7.3556e+07,0.519904,5,3,3,2,128,28,200704,28,0,128,2,128,28,200704,28,1,1,1,1,7.3556e+07,70.1484
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",3446,202931,209837,ns,,1.26595e+11,,,,1,1,1,1.0863e+07,0.187776,5,1,1,2,256,14,100352,14,0,256,2,256,14,100352,14,0,0,1,1,1.0863e+07,10.3598
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",405,1.73068e+06,1.73766e+06,ns,,1.4844e+10,,,,1,6,1,2.89694e+08,1.73933,5,3,3,2,256,14,100352,14,0,256,2,256,14,100352,14,1,1,1,1,2.89694e+08,276.273
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1392,503487,510422,ns,,5.10244e+10,,,,1,2,1,3.76017e+07,0.51584,5,1,1,2,512,7,50176,7,0,512,2,512,7,50176,7,0,0,1,1,3.76017e+07,35.8598
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",196,3.56905e+06,3.57637e+06,ns,,3.2134e+10,,,,1,6,1,1.89891e+07,3.41072,5,3,3,1,64,80,1.792e+06,350,0,64,1,64,80,1.792e+06,350,1,1,1,1,1.89891e+07,18.1094
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",210,3.30699e+06,3.31426e+06,ns,,3.46805e+10,,,,1,6,1,7.35805e+07,3.46554,5,3,3,1,128,40,896000,175,0,128,1,128,40,896000,175,1,1,1,1,7.35805e+07,70.1719
"LAYER_CUDNN_CONV_BIAS_ACTIVATION_FWD_FLOAT<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING, CUDNN_ACTIVATION_RELU>/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_BIAS_ACTIVATION_FWD failed to perform cudnnConvolutionBiasActivationForward"
